id,coordenada_x,coordenada_y,periodo,anio,mes,teatro,clasificacion,direccion_normalizada,sala,tipo_presentacion,titulo,descripcion,autor,version,direccion_obra,barrio,comuna,codigo_postal,codigo_postal_argentino
56,-58.38864181184383,-34.604238054156944,201809,2018,9,SAN MARTIN,TEATRO,CORRIENTES AV. 1530,MARTIN CORONADO,NA,ESPERANDO A GODOT,"EN BECKETT MUEREN LAS COARTADAS TRANQUILIZADORAS QUE EL “TEATRO ESPEJO” SUELE OFRECER A LOS QUE BUSCAN AFIRMAR SU IDENTIDAD Y PERTENENCIA,SU SENTIDO EN EL FRENTE HISTORICO. BECKETT ES UN SALTO A OTRA LATITUD,A UNA ZONA DORSAL QUE TAMBIEN ES EL HOMBRE,AUNQUE SIN PARAPETOS,CERTEZAS NI SIGNIFICACION: TAN SOLO CARTONEROS METAFISICOS DEL FIN DEL MUNDO BUSCANDO ENTRE LOS RESTOS DEL DERRUMBE UN POCO DE CALOR Y DE COBIJO MIENTRAS NOS CONFIAMOS A LA ILUSION DEL POR-VENIR. BECKETT ES EL PIEDRAZO EN EL ESPEJO. “LA POETICA TEATRAL ES A VECES CONCAVA Y A VECES CONVEXA,A VECES MISTERIOSA Y OSCURA,FRONTERIZA Y SUBTERRANEA,Y OTRAS VECES,EXCITADA POR EL MUNDO Y LO HUMANO,ARDOROSA Y SANGUINEA,CELESTE Y TERRESTRE. BECKETT ES UN EJEMPLO DE LA POETICA CONCAVA: VACIOS SIN ATMOSFERA,TERRITORIO ARRASADO SIN HISTORIA NI FUTURO,RESTOS EN VIAS DE EXTINCION EMITEN SUS ULTIMAS PALABRAS Y GESTOS A TRAVES DE CUERPOS SIN IDENTIDAD QUE APENAS SOSTIENEN MECANICAS AFASICAS QUE EXUDAN PAVOR EN LA INTEMPERIE ACEFALA. NO HAY MENSAJE NI HUMANIDAD NI PENSAMIENTO,SOLO LA PAVOROSA SOSPECHA DE NO ESTAR MUERTOS AUN. SHAKESPEARE,EN CAMBIO,POETICA DEL MUNDO Y DEL HOMBRE ENTRAMADA EN UN FURIOSO CUERPO DE RELAMPAGOS,EL DESTINO Y LAS COMPULSIONES DEL SER AGITANDOSE EN LAS CONTRADICTORIAS AGUAS HISTORICAS. PERO LA POETICA TEATRAL ES TAMBIEN EL ARTE DEL CONTRAPUNTO DE ESOS DOS NIVELES,YA QUE AMBOS DEPENDEN DEL OTRO PARA EXISTIR  EN ALGUN GRADO. ¿QUE ES LO CONVEXO SINO LA EXPRESION DE UN CONCAVO DORSAL Y VICEVERSA? GEOMETRIAS DE RESONANCIA EN RELACION TEATRAL. ES EXCITANTE PENSAR LO TEATRAL COMO LA COMBINACION DE ESTOS NIVELES APARENTEMENTE OPUESTOS,NO ES CASUAL QUE BECKETT CITE A SHAKESPEARE Y A CALDERON O QUE TOME ELEMENTOS DEL CIRCO Y DEL VODEVIL,NI QUE EN SHAKESPEARE SE PRESIENTA UN NIVEL METAFISICO OMINOSO DESTILADO EN ATMOSFERA. BECKETT Y SHAKESPEARE TIENEN MUCHOS PUNTOS DE CONTACTO,ABEJAS MUTUAS.",SAMUEL BECKETT,NA,POMPEYO AUDIVERT,SAN NICOLAS,1,1042,C1042AAO
57,-58.38864181184383,-34.604238054156944,201810,2018,10,SAN MARTIN,TEATRO,CORRIENTES AV. 1530,MARTIN CORONADO,NA,ESPERANDO A GODOT,"EN BECKETT MUEREN LAS COARTADAS TRANQUILIZADORAS QUE EL “TEATRO ESPEJO” SUELE OFRECER A LOS QUE BUSCAN AFIRMAR SU IDENTIDAD Y PERTENENCIA,SU SENTIDO EN EL FRENTE HISTORICO. BECKETT ES UN SALTO A OTRA LATITUD,A UNA ZONA DORSAL QUE TAMBIEN ES EL HOMBRE,AUNQUE SIN PARAPETOS,CERTEZAS NI SIGNIFICACION: TAN SOLO CARTONEROS METAFISICOS DEL FIN DEL MUNDO BUSCANDO ENTRE LOS RESTOS DEL DERRUMBE UN POCO DE CALOR Y DE COBIJO MIENTRAS NOS CONFIAMOS A LA ILUSION DEL POR-VENIR. BECKETT ES EL PIEDRAZO EN EL ESPEJO. “LA POETICA TEATRAL ES A VECES CONCAVA Y A VECES CONVEXA,A VECES MISTERIOSA Y OSCURA,FRONTERIZA Y SUBTERRANEA,Y OTRAS VECES,EXCITADA POR EL MUNDO Y LO HUMANO,ARDOROSA Y SANGUINEA,CELESTE Y TERRESTRE. BECKETT ES UN EJEMPLO DE LA POETICA CONCAVA: VACIOS SIN ATMOSFERA,TERRITORIO ARRASADO SIN HISTORIA NI FUTURO,RESTOS EN VIAS DE EXTINCION EMITEN SUS ULTIMAS PALABRAS Y GESTOS A TRAVES DE CUERPOS SIN IDENTIDAD QUE APENAS SOSTIENEN MECANICAS AFASICAS QUE EXUDAN PAVOR EN LA INTEMPERIE ACEFALA. NO HAY MENSAJE NI HUMANIDAD NI PENSAMIENTO,SOLO LA PAVOROSA SOSPECHA DE NO ESTAR MUERTOS AUN. SHAKESPEARE,EN CAMBIO,POETICA DEL MUNDO Y DEL HOMBRE ENTRAMADA EN UN FURIOSO CUERPO DE RELAMPAGOS,EL DESTINO Y LAS COMPULSIONES DEL SER AGITANDOSE EN LAS CONTRADICTORIAS AGUAS HISTORICAS. PERO LA POETICA TEATRAL ES TAMBIEN EL ARTE DEL CONTRAPUNTO DE ESOS DOS NIVELES,YA QUE AMBOS DEPENDEN DEL OTRO PARA EXISTIR  EN ALGUN GRADO. ¿QUE ES LO CONVEXO SINO LA EXPRESION DE UN CONCAVO DORSAL Y VICEVERSA? GEOMETRIAS DE RESONANCIA EN RELACION TEATRAL. ES EXCITANTE PENSAR LO TEATRAL COMO LA COMBINACION DE ESTOS NIVELES APARENTEMENTE OPUESTOS,NO ES CASUAL QUE BECKETT CITE A SHAKESPEARE Y A CALDERON O QUE TOME ELEMENTOS DEL CIRCO Y DEL VODEVIL,NI QUE EN SHAKESPEARE SE PRESIENTA UN NIVEL METAFISICO OMINOSO DESTILADO EN ATMOSFERA. BECKETT Y SHAKESPEARE TIENEN MUCHOS PUNTOS DE CONTACTO,ABEJAS MUTUAS.",SAMUEL BECKETT,NA,POMPEYO AUDIVERT,SAN NICOLAS,1,1042,C1042AAO
58,-58.38864181184383,-34.604238054156944,201811,2018,11,SAN MARTIN,TEATRO,CORRIENTES AV. 1530,MARTIN CORONADO,NA,ESPERANDO A GODOT,"EN BECKETT MUEREN LAS COARTADAS TRANQUILIZADORAS QUE EL “TEATRO ESPEJO” SUELE OFRECER A LOS QUE BUSCAN AFIRMAR SU IDENTIDAD Y PERTENENCIA,SU SENTIDO EN EL FRENTE HISTORICO. BECKETT ES UN SALTO A OTRA LATITUD,A UNA ZONA DORSAL QUE TAMBIEN ES EL HOMBRE,AUNQUE SIN PARAPETOS,CERTEZAS NI SIGNIFICACION: TAN SOLO CARTONEROS METAFISICOS DEL FIN DEL MUNDO BUSCANDO ENTRE LOS RESTOS DEL DERRUMBE UN POCO DE CALOR Y DE COBIJO MIENTRAS NOS CONFIAMOS A LA ILUSION DEL POR-VENIR. BECKETT ES EL PIEDRAZO EN EL ESPEJO. “LA POETICA TEATRAL ES A VECES CONCAVA Y A VECES CONVEXA,A VECES MISTERIOSA Y OSCURA,FRONTERIZA Y SUBTERRANEA,Y OTRAS VECES,EXCITADA POR EL MUNDO Y LO HUMANO,ARDOROSA Y SANGUINEA,CELESTE Y TERRESTRE. BECKETT ES UN EJEMPLO DE LA POETICA CONCAVA: VACIOS SIN ATMOSFERA,TERRITORIO ARRASADO SIN HISTORIA NI FUTURO,RESTOS EN VIAS DE EXTINCION EMITEN SUS ULTIMAS PALABRAS Y GESTOS A TRAVES DE CUERPOS SIN IDENTIDAD QUE APENAS SOSTIENEN MECANICAS AFASICAS QUE EXUDAN PAVOR EN LA INTEMPERIE ACEFALA. NO HAY MENSAJE NI HUMANIDAD NI PENSAMIENTO,SOLO LA PAVOROSA SOSPECHA DE NO ESTAR MUERTOS AUN. SHAKESPEARE,EN CAMBIO,POETICA DEL MUNDO Y DEL HOMBRE ENTRAMADA EN UN FURIOSO CUERPO DE RELAMPAGOS,EL DESTINO Y LAS COMPULSIONES DEL SER AGITANDOSE EN LAS CONTRADICTORIAS AGUAS HISTORICAS. PERO LA POETICA TEATRAL ES TAMBIEN EL ARTE DEL CONTRAPUNTO DE ESOS DOS NIVELES,YA QUE AMBOS DEPENDEN DEL OTRO PARA EXISTIR  EN ALGUN GRADO. ¿QUE ES LO CONVEXO SINO LA EXPRESION DE UN CONCAVO DORSAL Y VICEVERSA? GEOMETRIAS DE RESONANCIA EN RELACION TEATRAL. ES EXCITANTE PENSAR LO TEATRAL COMO LA COMBINACION DE ESTOS NIVELES APARENTEMENTE OPUESTOS,NO ES CASUAL QUE BECKETT CITE A SHAKESPEARE Y A CALDERON O QUE TOME ELEMENTOS DEL CIRCO Y DEL VODEVIL,NI QUE EN SHAKESPEARE SE PRESIENTA UN NIVEL METAFISICO OMINOSO DESTILADO EN ATMOSFERA. BECKETT Y SHAKESPEARE TIENEN MUCHOS PUNTOS DE CONTACTO,ABEJAS MUTUAS.",SAMUEL BECKETT,NA,POMPEYO AUDIVERT,SAN NICOLAS,1,1042,C1042AAO
59,-58.38864181184383,-34.604238054156944,201812,2018,12,SAN MARTIN,TEATRO,CORRIENTES AV. 1530,MARTIN CORONADO,NA,ESPERANDO A GODOT,"EN BECKETT MUEREN LAS COARTADAS TRANQUILIZADORAS QUE EL “TEATRO ESPEJO” SUELE OFRECER A LOS QUE BUSCAN AFIRMAR SU IDENTIDAD Y PERTENENCIA,SU SENTIDO EN EL FRENTE HISTORICO. BECKETT ES UN SALTO A OTRA LATITUD,A UNA ZONA DORSAL QUE TAMBIEN ES EL HOMBRE,AUNQUE SIN PARAPETOS,CERTEZAS NI SIGNIFICACION: TAN SOLO CARTONEROS METAFISICOS DEL FIN DEL MUNDO BUSCANDO ENTRE LOS RESTOS DEL DERRUMBE UN POCO DE CALOR Y DE COBIJO MIENTRAS NOS CONFIAMOS A LA ILUSION DEL POR-VENIR. BECKETT ES EL PIEDRAZO EN EL ESPEJO. “LA POETICA TEATRAL ES A VECES CONCAVA Y A VECES CONVEXA,A VECES MISTERIOSA Y OSCURA,FRONTERIZA Y SUBTERRANEA,Y OTRAS VECES,EXCITADA POR EL MUNDO Y LO HUMANO,ARDOROSA Y SANGUINEA,CELESTE Y TERRESTRE. BECKETT ES UN EJEMPLO DE LA POETICA CONCAVA: VACIOS SIN ATMOSFERA,TERRITORIO ARRASADO SIN HISTORIA NI FUTURO,RESTOS EN VIAS DE EXTINCION EMITEN SUS ULTIMAS PALABRAS Y GESTOS A TRAVES DE CUERPOS SIN IDENTIDAD QUE APENAS SOSTIENEN MECANICAS AFASICAS QUE EXUDAN PAVOR EN LA INTEMPERIE ACEFALA. NO HAY MENSAJE NI HUMANIDAD NI PENSAMIENTO,SOLO LA PAVOROSA SOSPECHA DE NO ESTAR MUERTOS AUN. SHAKESPEARE,EN CAMBIO,POETICA DEL MUNDO Y DEL HOMBRE ENTRAMADA EN UN FURIOSO CUERPO DE RELAMPAGOS,EL DESTINO Y LAS COMPULSIONES DEL SER AGITANDOSE EN LAS CONTRADICTORIAS AGUAS HISTORICAS. PERO LA POETICA TEATRAL ES TAMBIEN EL ARTE DEL CONTRAPUNTO DE ESOS DOS NIVELES,YA QUE AMBOS DEPENDEN DEL OTRO PARA EXISTIR  EN ALGUN GRADO. ¿QUE ES LO CONVEXO SINO LA EXPRESION DE UN CONCAVO DORSAL Y VICEVERSA? GEOMETRIAS DE RESONANCIA EN RELACION TEATRAL. ES EXCITANTE PENSAR LO TEATRAL COMO LA COMBINACION DE ESTOS NIVELES APARENTEMENTE OPUESTOS,NO ES CASUAL QUE BECKETT CITE A SHAKESPEARE Y A CALDERON O QUE TOME ELEMENTOS DEL CIRCO Y DEL VODEVIL,NI QUE EN SHAKESPEARE SE PRESIENTA UN NIVEL METAFISICO OMINOSO DESTILADO EN ATMOSFERA. BECKETT Y SHAKESPEARE TIENEN MUCHOS PUNTOS DE CONTACTO,ABEJAS MUTUAS.",SAMUEL BECKETT,NA,POMPEYO AUDIVERT,SAN NICOLAS,1,1042,C1042AAO
60,-58.38864181184383,-34.604238054156944,201808,2018,8,SAN MARTIN,DANZA,CORRIENTES AV. 1530,MARTIN CORONADO,NA,SAPIENS: LA DOMESTICACION DEL FUEGO,"“EL HOMO SAPIENS ES EL UNICO QUE PUEDE HABLAR DE COSAS QUE NO EXISTEN. INVENTAR UNA FICCION Y CREERLA. CONVENCER AL RESTO DE QUE ES VERDAD. UN GRAN NUMERO DE EXTRAÑOS PUEDEN COOPERAR CON EXITO POR CREER EN MITOS COMUNES. EL PODER DE LA IMAGINACION DE LOS SERES HUMANOS. EN ESTE LUGAR INDEFINIDO SE ENCUENTRA UN GRUPO DE PERSONAS PARA EMPEZAR DE CERO. BUSCAN COMO ‘SER’ CON EL OTRO. TRANSFORMARSE,MUTAR,ADAPTARSE. RE-CREARSE. EL SENTIDO AMBIGUO DE LA COMUNICACION,EL INDIVIDUO Y EL GRUPO,EL DESEO DE PERTENECER,SON PUNTOS DE PARTIDA EN DONDE EL CUERPO TOMA LA PALABRA ENERGICO Y EXTREMO. ¿LA EMPATIA NOS DEFINE COMO HUMANOS? ¿EL PENSAMIENTO? ¿QUE NOS DISTINGUE ESENCIALMENTE EN NUESTRA HUMANIDAD DE LAS OTRAS ESPECIES? ¿COMO EL ENCUENTRO CON EL OTRO PUEDE CAMBIARME? ¿COMO TRATAMOS DE INTEGRARNOS O PERTENECER A UN GRUPO SIN PERDER NUESTRA INDIVIDUALIDAD? ¿COMO CREO QUE PIENSO CUANDO ESTOY PENSANDO? ¿COMO CREO QUE PIENSO CUANDO NO ESTOY PENSANDO? EN ESTE MISMO MOMENTO,LO QUE PIENSO CUANDO PIENSO ¿ES LO QUE PIENSO CUANDO ESTOY PENSANDO? ¿ESTAR HACIENDO FRASES ES PENSAR? NO ESTOY PENSANDO PERO ESTOY BUSCANDO MIS PALABRAS. EN ESTE MONTON,TIENE QUE HABER SEGURAMENTE UNA PALABRA QUE VENDRA A ACLARAR ESTE ESTADO A LA DERIVA,ESTA DUDA,ESTA AGITACION QUE MAS TARDE VA A ’SIGNIFICAR’ ALGO”. ESPECIES DE ESPACIOS DE GEORGES PEREC",LISI ESTARAS,NA,LISI ESTARAS,SAN NICOLAS,1,1042,C1042AAO
61,-58.38864181184383,-34.604238054156944,201809,2018,9,SAN MARTIN,DANZA,CORRIENTES AV. 1530,MARTIN CORONADO,NA,SAPIENS: LA DOMESTICACION DEL FUEGO,"“EL HOMO SAPIENS ES EL UNICO QUE PUEDE HABLAR DE COSAS QUE NO EXISTEN. INVENTAR UNA FICCION Y CREERLA. CONVENCER AL RESTO DE QUE ES VERDAD. UN GRAN NUMERO DE EXTRAÑOS PUEDEN COOPERAR CON EXITO POR CREER EN MITOS COMUNES. EL PODER DE LA IMAGINACION DE LOS SERES HUMANOS. EN ESTE LUGAR INDEFINIDO SE ENCUENTRA UN GRUPO DE PERSONAS PARA EMPEZAR DE CERO. BUSCAN COMO ‘SER’ CON EL OTRO. TRANSFORMARSE,MUTAR,ADAPTARSE. RE-CREARSE. EL SENTIDO AMBIGUO DE LA COMUNICACION,EL INDIVIDUO Y EL GRUPO,EL DESEO DE PERTENECER,SON PUNTOS DE PARTIDA EN DONDE EL CUERPO TOMA LA PALABRA ENERGICO Y EXTREMO. ¿LA EMPATIA NOS DEFINE COMO HUMANOS? ¿EL PENSAMIENTO? ¿QUE NOS DISTINGUE ESENCIALMENTE EN NUESTRA HUMANIDAD DE LAS OTRAS ESPECIES? ¿COMO EL ENCUENTRO CON EL OTRO PUEDE CAMBIARME? ¿COMO TRATAMOS DE INTEGRARNOS O PERTENECER A UN GRUPO SIN PERDER NUESTRA INDIVIDUALIDAD? ¿COMO CREO QUE PIENSO CUANDO ESTOY PENSANDO? ¿COMO CREO QUE PIENSO CUANDO NO ESTOY PENSANDO? EN ESTE MISMO MOMENTO,LO QUE PIENSO CUANDO PIENSO ¿ES LO QUE PIENSO CUANDO ESTOY PENSANDO? ¿ESTAR HACIENDO FRASES ES PENSAR? NO ESTOY PENSANDO PERO ESTOY BUSCANDO MIS PALABRAS. EN ESTE MONTON,TIENE QUE HABER SEGURAMENTE UNA PALABRA QUE VENDRA A ACLARAR ESTE ESTADO A LA DERIVA,ESTA DUDA,ESTA AGITACION QUE MAS TARDE VA A ’SIGNIFICAR’ ALGO”. ESPECIES DE ESPACIOS DE GEORGES PEREC",LISI ESTARAS,NA,LISI ESTARAS,SAN NICOLAS,1,1042,C1042AAO
62,-58.38864181184383,-34.604238054156944,201808,2018,8,SAN MARTIN,DANZA,CORRIENTES AV. 1530,MARTIN CORONADO,NA,ENSUEÑO,"EL CUERPO QUE SUEÑA SE PROPONE INDAGAR MAS ALLA DE LAS REALIDADES,EN LAS POSIBILIDADES,EN LO ONIRICO,EN UNA DE LAS FORMAS DEL DESTINO,EN LOS MITOS Y LAS LEYENDAS QUE NOS CONSTRUYEN. LA PIEZA ESTA CENTRADA EN LA CAPACIDAD QUE TIENE EL CUERPO DE MUTAR,DE TRANSFORMARSE,DE POETIZAR,DE DANZAR A TRAVES DEL CONTENIDO DE LOS SUEÑOS. SUEÑOS QUE NOS PERTENECEN,QUE NOS DAN ESPERANZAS,SUEÑOS QUE NOS ATORMENTAN,SUEÑOS RECURRENTES,SUEÑOS DEL PASADO,SUEÑOS QUE NOS OBSESIONAN,SUEÑOS QUE NUNCA VUELVEN,SUEÑOS QUE SON MITOS. EL SUEÑO COMO UNA PROLONGACION DE LA VIDA,UN LUGAR A DONDE VOLVEMOS CONSTANTEMENTE,EL SUEÑO COMO UNA EXPLICACION DE TODO AQUELLO QUE LA REALIDAD NO ALCANZA. EL MITO COMO TERRITORIO DE EXPLORACION. CUERPOS QUE ESPERAN PARA DORMIR,CUERPOS QUE DESPIERTOS SUEÑAN. CUERPOS ATRAVESADOS POR LOS MITOS Y LEYENDAS. LOS INTERPRETES UBICADOS EN EL ESPACIO COMIENZAN A TRANSFORMAR LA ESCENA A TRAVES DE SUS PROPIOS CUERPOS,A TRAVES DE RE-SIGNIFICAR LOS OBJETOS QUE ALLI SE ENCUENTRAN. ES AHI DONDE TODOS LOS SUEÑOS CONFLUYEN EN DIFERENTES COREOGRAFIAS.",MARCELO SAVIGNONE,NA,MARCELO SAVIGNONE,SAN NICOLAS,1,1042,C1042AAO
63,-58.38864181184383,-34.604238054156944,201809,2018,9,SAN MARTIN,DANZA,CORRIENTES AV. 1530,MARTIN CORONADO,NA,ENSUEÑO,"EL CUERPO QUE SUEÑA SE PROPONE INDAGAR MAS ALLA DE LAS REALIDADES,EN LAS POSIBILIDADES,EN LO ONIRICO,EN UNA DE LAS FORMAS DEL DESTINO,EN LOS MITOS Y LAS LEYENDAS QUE NOS CONSTRUYEN. LA PIEZA ESTA CENTRADA EN LA CAPACIDAD QUE TIENE EL CUERPO DE MUTAR,DE TRANSFORMARSE,DE POETIZAR,DE DANZAR A TRAVES DEL CONTENIDO DE LOS SUEÑOS. SUEÑOS QUE NOS PERTENECEN,QUE NOS DAN ESPERANZAS,SUEÑOS QUE NOS ATORMENTAN,SUEÑOS RECURRENTES,SUEÑOS DEL PASADO,SUEÑOS QUE NOS OBSESIONAN,SUEÑOS QUE NUNCA VUELVEN,SUEÑOS QUE SON MITOS. EL SUEÑO COMO UNA PROLONGACION DE LA VIDA,UN LUGAR A DONDE VOLVEMOS CONSTANTEMENTE,EL SUEÑO COMO UNA EXPLICACION DE TODO AQUELLO QUE LA REALIDAD NO ALCANZA. EL MITO COMO TERRITORIO DE EXPLORACION. CUERPOS QUE ESPERAN PARA DORMIR,CUERPOS QUE DESPIERTOS SUEÑAN. CUERPOS ATRAVESADOS POR LOS MITOS Y LEYENDAS. LOS INTERPRETES UBICADOS EN EL ESPACIO COMIENZAN A TRANSFORMAR LA ESCENA A TRAVES DE SUS PROPIOS CUERPOS,A TRAVES DE RE-SIGNIFICAR LOS OBJETOS QUE ALLI SE ENCUENTRAN. ES AHI DONDE TODOS LOS SUEÑOS CONFLUYEN EN DIFERENTES COREOGRAFIAS.",MARCELO SAVIGNONE,NA,MARCELO SAVIGNONE,SAN NICOLAS,1,1042,C1042AAO
64,-58.38864181184383,-34.604238054156944,201811,2018,11,SAN MARTIN,DANZA,CORRIENTES AV. 1530,MARTIN CORONADO,REPOSICION,LA TEMPESTAD,"“ADAPTAR UNA OBRA LITERARIA O TEATRAL A UN VOCABULARIO DE MOVIMIENTO ES SIEMPRE UNA GRAN AVENTURA. DENTRO DE LA COMPLEJIDAD A LA QUE UNO SE ENFRENTA EN UNA EMPRESA DE ESTAS CARACTERISTICAS,SHAKESPEARE,CON SU ENORME CAPACIDAD PARA CREAR SITUACIONES Y PERSONAJES DIVERSOS,NOS OFRECE NUMEROSAS OPCIONES Y MULTIPLES CAMINOS. ES TAL LA RIQUEZA DE ELEMENTOS QUE PRODIGAN SUS OBRAS,QUE PERMITE A CADA ARTISTA LA POSIBILIDAD DE TRASLADAR ESOS TEXTOS A SU PROPIA POETICA Y A OTROS VOCABULARIOS. LA TEMPESTAD,PIEZA DE ACERTIJOS Y DIVERSOS MUNDOS ESPIRITUALES,ESTA CONTADA EN MI VERSION COMO UNA OBRA EPICA,CON PERSONAJES MAGICOS Y MISTERIOSOS QUE SURGEN DE LA MIRADA DEL PERSONAJE PRINCIPAL,PROSPERO,QUIEN CON SU PODER LOS PLASMARA ESCENA TRAS ESCENA. LOS RECREARA,Y LOS ATRAERA HACIA SU NUEVO DESTINO,CREANDO PARA ELLO SU PROPIA TEMPESTAD,EN UN ESPACIO MENTAL QUE DOMINA PERFECTAMENTE,Y EN ESE OTRO ESPACIO FISICO: LA ISLA QUE FUERA DE LA DERROTADA BRUJA Y DE CALIBAN,Y QUE AHORA LO CONTIENE A EL,A SU HIJA MIRANDA Y A ARIEL”.",NA,LIBRE DE LA PIEZA DE WILLIAM SHAKESPEARE,MAURICIO WAINROT,SAN NICOLAS,1,1042,C1042AAO
65,-58.38864181184383,-34.604238054156944,201803,2018,3,SAN MARTIN,DANZA,CORRIENTES AV. 1530,CASACUBERTA,NA,EL REÑIDERO,"“EN 1964 SERGIO DE CECCO ESCRIBE EL REÑIDERO DONDE LA ELECTRA DE SOFOCLES APARECE MEZCLADA CON LOS ARRABALES PORTEÑOS DE PRINCIPIOS DEL SIGLO XX. VIUDAS,HIJAS,MATONES Y CUCHILLEROS DE ESTIRPE BORGEANA DAN CUENTA DE UN ASESINATO QUE CLAMA VENGANZA. LOS CONFLICTOS DE LOS PERSONAJES APARECEN ENMARCADOS EN UN CLIMA SOCIAL VIOLENTO Y SIN REGLAS. A MAS DE CINCUENTA AÑOS DE HABER SIDO  ESCRITO, LA VIGENCIA DE EL REÑIDERO,MAS ALLA DE LA PRESENCIA IMPLACABLE DE LA TRAGEDIA,ESTA DADA POR LA PREGUNTA QUE ABRE SOBRE LA ARGENTINIDAD. AQUEL ESCENARIO VIOLENTO DEL PRIMER CENTENARIO PARECIERA TENER UNA DOLOROSA PRESENCIA EN NUESTROS DIAS. HE PENSADO ESTA VERSION  COREOGRAFICA COMO UNA SUCESION DE DOCE ESCENAS EN BLANCO Y NEGRO,DE FUERTE CONTENIDO DRAMATICO,PARA UN GRUPO DE VEINTE BAILARINES,UN PERCUSIONISTA,UN BANDONEONISTA Y UNA ACTRIZ”.",SERGIO DE CECCO,NA,ALEJANDRO CERVERA,SAN NICOLAS,1,1042,C1042AAO
66,-58.38864181184383,-34.604238054156944,201804,2018,4,SAN MARTIN,DANZA,CORRIENTES AV. 1530,CASACUBERTA,NA,EL REÑIDERO,"“EN 1964 SERGIO DE CECCO ESCRIBE EL REÑIDERO DONDE LA ELECTRA DE SOFOCLES APARECE MEZCLADA CON LOS ARRABALES PORTEÑOS DE PRINCIPIOS DEL SIGLO XX. VIUDAS,HIJAS,MATONES Y CUCHILLEROS DE ESTIRPE BORGEANA DAN CUENTA DE UN ASESINATO QUE CLAMA VENGANZA. LOS CONFLICTOS DE LOS PERSONAJES APARECEN ENMARCADOS EN UN CLIMA SOCIAL VIOLENTO Y SIN REGLAS. A MAS DE CINCUENTA AÑOS DE HABER SIDO  ESCRITO, LA VIGENCIA DE EL REÑIDERO,MAS ALLA DE LA PRESENCIA IMPLACABLE DE LA TRAGEDIA,ESTA DADA POR LA PREGUNTA QUE ABRE SOBRE LA ARGENTINIDAD. AQUEL ESCENARIO VIOLENTO DEL PRIMER CENTENARIO PARECIERA TENER UNA DOLOROSA PRESENCIA EN NUESTROS DIAS. HE PENSADO ESTA VERSION  COREOGRAFICA COMO UNA SUCESION DE DOCE ESCENAS EN BLANCO Y NEGRO,DE FUERTE CONTENIDO DRAMATICO,PARA UN GRUPO DE VEINTE BAILARINES,UN PERCUSIONISTA,UN BANDONEONISTA Y UNA ACTRIZ”.",SERGIO DE CECCO,NA,ALEJANDRO CERVERA,SAN NICOLAS,1,1042,C1042AAO
67,-58.38864181184383,-34.604238054156944,201806,2018,6,SAN MARTIN,TITERES,CORRIENTES AV. 1530,CASACUBERTA,REPOSICION,LA ISLA DESIERTA,"“ROBERTO ARLT NOS PRESENTA EN ESTA OBRA UN CLIMA DE ALIENACION Y CONFORMISMO EN EL COTIDIANO DE UNA OFICINA CORRIENTE QUE ESTA UBICADA EN UN SUBSUELO. UN DIA SE PRODUCE UNA MUDANZA Y APARECEN PROBLEMAS QUE YA EXISTIAN PERO ESTABAN OCULTOS EN LA OSCURIDAD DEL LUGAR.  SE TRATA DE UN TEXTO QUE EXPRESA UNA VISION CRITICA DEL MUNDO,Y QUIZA UN POCO PESIMISTA SOBRE LA CONDICION HUMANA. HEMOS ELEGIDO CONTARLA CON TITERES DE MANIPULACION DIRECTA SOBRE MESA QUE SE ALEJAN UN TANTO DE NUESTRA DIMENSION,PARA PERMITIRNOS HABILITAR EL TEXTO DESDE LA IRONIA Y LA TERNURA.  AL MISMO TIEMPO LOS TITIRITEROS,CONVERTIDOS EN VEHICULOS DE LOS PERSONAJES A TRAVES DEL ESCENARIO,SE SOMETEN A ELLOS Y UNOS Y OTROS SE BURLAN UN POCO DEL AUTORITARISMO Y DE LA RUTINA APLASTANTE. TAMBIEN SERAN EL ALTER EGO QUE LOS INTERROGA SOBRE SUS SUEÑOS REPRIMIDOS Y LES PROPONEN ¿POR QUE NO? LA AVENTURA DE LA LIBERTAD”.",ROBERTO ARLT,NA,ADELAIDA MANGANI,SAN NICOLAS,1,1042,C1042AAO
