anio,sexo,grupo_edad,nacionalidad,cant_poblacion
2010,v,30 - 34,Nativo,102437.0
2010,m,35 - 39,Extranjero,18811.0
2010,v,35 - 39,Extranjero,15341.0
2010,m,35 - 39,Nativo,93266.0
2010,v,35 - 39,Nativo,87908.0
2010,m,40 - 44,Extranjero,16815.0
2010,v,40 - 44,Extranjero,13152.0
2010,m,40 - 44,Nativo,78610.0
2010,v,40 - 44,Nativo,72299.0
2010,m,45 - 49,Extranjero,14106.0
2010,v,45 - 49,Extranjero,10681.0
2010,m,45 - 49,Nativo,78064.0
2010,v,45 - 49,Nativo,68775.0
2010,m,5 - 9,Extranjero,5065.0
2010,v,5 - 9,Extranjero,4979.0
2010,m,5 - 9,Nativo,71835.0
2010,v,5 - 9,Nativo,74493.0
2010,m,50 - 54,Extranjero,11969.0
2010,v,50 - 54,Extranjero,8599.0
2010,m,50 - 54,Nativo,81338.0
2010,v,50 - 54,Nativo,69115.0
2010,m,55 - 59,Extranjero,10557.0
2010,v,55 - 59,Extranjero,7370.0
2010,m,55 - 59,Nativo,79951.0
2010,v,55 - 59,Nativo,63258.0
2010,m,60 - 64,Extranjero,11259.0
2010,v,60 - 64,Extranjero,8256.0
2010,m,60 - 64,Nativo,75527.0
2010,v,60 - 64,Nativo,57073.0
2010,m,65 - 69,Extranjero,8537.0
2010,v,65 - 69,Extranjero,6511.0
2010,m,65 - 69,Nativo,66624.0
2010,v,65 - 69,Nativo,46743.0
2010,m,70 - 74,Extranjero,7113.0
2010,v,70 - 74,Extranjero,5079.0
2010,m,70 - 74,Nativo,56816.0
2010,v,70 - 74,Nativo,36165.0
2010,m,75 - 79,Extranjero,6930.0
2010,v,75 - 79,Extranjero,4863.0
2010,m,75 - 79,Nativo,51959.0
2010,v,75 - 79,Nativo,29544.0
2010,m,80 - 84,Extranjero,7603.0
2010,v,80 - 84,Extranjero,4180.0
2010,m,80 - 84,Nativo,45137.0
2010,v,80 - 84,Nativo,21150.0
2010,m,85 y más,Extranjero,9034.0
2010,v,85 y más,Extranjero,4059.0
2010,m,85 y más,Nativo,41707.0
2010,v,85 y más,Nativo,14317.0
2010,m,TOTAL,Extranjero,212864.0
2010,v,TOTAL,Extranjero,168914.0
2010,m,TOTAL,Nativo,1347606.0
2010,v,TOTAL,Nativo,1160767.0
