medicion;fecha;med_id_bolsa;comuna;direccion_contenedor;latitud;longitud;peso_neto_kg;origen;clasificacion;1_s1;2_s1;3_s1;4_s1;5_s1;6_s1;7_s2;8_s2;9_s2;10_s2;11_s2;12_s3;13_s3;14_s3;suma
2023-M1;2023-04-18;23m1-1116;6;Galicia 1048;-3460710829;-58,45398753;2.525;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2023-M1;2023-04-18;23m1-1119;6;Mendez De Andes 1116;-3461577871;-58,450346;2.73;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2023-M1;2023-05-02;23m1-1401;1;Maipu 518;-346012104;-58,37689507;3.025;Residencial;No Separa;0;0;0;0;2;0;0;0;0;0;0;0;0;0;2
2023-M1;2023-04-14;23m1-1073;4;Azara 1705;-3464572645;-58,3694988;3.855;Residencial;No Separa;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2
2023-M1;2023-05-02;23m1-1398;1;Arroyo 889;-3459016738;-58,37981921;5.685;Residencial;No Separa;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2
2023-M1;2023-04-18;23m1-1347;5;Liniers Virrey 451;-3461495938;-58,41458923;0.795;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M1;2023-04-27;23m1-1273;14;Vidt 1669;-3459125359;-58,41651059;0.955;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2023-M1;2023-04-27;23m1-1272;14;Guise 1819;-3459101055;-58,41351755;1.1;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2023-M1;2023-04-18;23m1-1365;5;Colombres 1786;-3463439497;-58,41661607;1.69;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M1;2023-04-24;23m1-1379;15;Gavilan 2550;-3460215126;-58,47620092;1.98;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2023-M1;2023-04-18;23m1-1101;6;Chaco 153;-3461663681;-58,43075892;2.14;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2023-M1;2023-04-26;23m1-1243;13;O'higgins 2853;-3455257842;-58,45873122;9;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M1;2023-04-13;23m1-2058;3;Humberto 1  2207;-3462023568;-58,39726854;0.645;Residencial;Separa;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2023-M1;2023-04-20;23m1-1153;11;Concordia 3995;-3459549662;-58,50529584;0.68;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2023-M1;2023-05-04;23m1-2204;2;Junin 952;-3459702364;-58,39736488;0.88;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2023-M1;2023-04-24;23m1-1371;15;Argerich 3932;-3459233499;-58,49847394;1.03;Residencial;Separa;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2023-M1;2023-04-14;23m1-1088;4;15 De Noviembre De 1889 2699;-3463404083;-58,40094757;1.105;Residencial;Separa;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2023-M1;2023-04-20;23m1-1158;11;Bateman, J. F. 2944;-3460607828;-58,50365541;1.44;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2023-M1;2023-04-20;23m1-1164;11;Magari Os Cervantes, A. 2147;-3460802927;-58,47070885;1.8;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2023-M1;2023-04-13;23m1-1056;3;Humberto 1  2883;-3462287903;-58,40546036;2.125;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2023-M1;2023-04-20;23m1-1154;11;Vallejos 3346;-3459080629;-58,50677883;2.475;Residencial;Separa;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2023-M1;2023-04-13;23m1-1060;3;Rincon 1089;-3462114805;-58,39584166;2.835;Residencial;Separa;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2023-M1;2023-04-24;23m1-1377;15;Estocolmo 3281;-3458830081;-58,48202981;3.025;Residencial;Separa;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1
2023-M1;2023-04-18;23m1-1344;5;Agrelo 3715;-3461870956;-58,41843796;3.12;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2023-M1;2023-04-13;23m1-1042;3;Belgrano Av. 1881;-3461253722;-58,39326835;11.85;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2023-M1;2023-04-19;23m1-1132;7;Calcena 364;-3462228775;-58,45735931;0.13;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-20;23m1-1151;11;Simbron 3675;-3460265456;-58,5030095;0.305;Residencial;Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-18;23m1-1097;6;Guayaquil 746;-3462096739;-58,43847244;0.435;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-20;23m1-1167;11;Cuenca 1245;-3461841086;-58,48081681;0.47;Residencial;Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-28;23m1-1293;14;Matienzo, Benjamin, Teniente 1548;-3456602892;-58,4327647;0.49;Residencial;Separa;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-12;23m1-1033;10;Arregui 6635;-3462772713;-58,52647082;0.54;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-11;23m1-1012;9;Fonrouge 1136;-3464790856;-58,50347293;0.575;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-27;23m1-1267;14;Castex 3120;-3457872876;-58,40313295;0.59;Residencial;Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-14;23m1-2091;4;Montesquieu 471;-3464165269;-58,3997757;0.695;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-18;23m1-1105;6;Franklin 625;-346068646;-58,44042649;0.71;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-12;23m1-1023;10;Allende 1996;-34621869;-58,50510217;0.975;Residencial;Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-05-04;23m1-2217;2;Pacheco De Melo, Jose Andres 2864;-3458503458;-58,40301276;1.155;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-18;23m1-1102;6;Matorras 277;-3462311186;-58,43156413;1.285;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-12;23m1-1039;10;Nazarre 6155;-3462474742;-58,52849826;1.65;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-13;23m1-1059;3;Pasco 974;-346216774;-58,396698;1.665;Residencial;Separa;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-11;23m1-1003;9;Carhue 735;-3464641451;-58,52485286;1.71;Residencial;Separa;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-24;23m1-1387;15;Justo, Juan B. Av. 2332;-345928568;-58,44185721;1.72;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-21;23m1-1188;12;Nazca 4326;-3458836057;-58,49956925;1.75;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-24;23m1-1386;15;Thames 438;-3459507987;-58,44427178;1.84;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-14;23m1-1068;4;Australia Av. 2942;-3464591925;-58,38827549;1.875;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-05-19;23m1-3282;14;Borges, Jorge Luis 1937;-3458568002;-58,4266218;1.945;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-18;23m1-1109;6;Rojas 1090;-3460795872;-58,44652423;2.62;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-05-08;23m1-1400;1;Cerrito 1548;-9297178878;-58,38249609;3.165;Residencial;Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-26;23m1-2236;13;Ciudad De La Paz 940;-3456968472;-58,44830279;5.26;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-05-02;23m1-2394;1;Lanteri Julieta 1235;-3461213513;-58,35897785;11945;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-28;23m1-2285;14;Cabrera, Jose A. 5047;-345889479;-58,43252718;6.36;Residencial;Separa;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1
2023-M1;2023-04-18;23m1-1112;6;Mendez De Andes 726;-3461332346;-58,4449702;0.07;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-20;23m1-1168;11;Diaz, Cesar, Gral. 3224;-3461623823;-58,48305982;0.125;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-14;23m1-1070;4;San Antonio 357;-3464595241;-58,37958227;0.16;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-13;23m1-1057;3;Calvo, Carlos 2491;-3462088013;-58,4001503;0.225;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-19;23m1-1129;7;Remedios 2851;-3463432302;-58,46500991;0.26;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-28;23m1-2294;14;Arevalo 2167;-3457673914;-58,43621568;0.275;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-21;23m1-1191;12;Donado 3050;-3456403218;-58,4821754;0.33;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-20;23m1-2162;11;Viale, Luis 1951;-3461248191;-58,46305218;0.51;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-18;23m1-2359;5;Sanchez De Loria 1547;-3462804852;-58,41207453;0.615;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-19;23m1-1126;7;Balbastro 2471;-3464459991;-58,44986725;0.715;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-11;23m1-1007;9;Justo, Juan B. Av. 9111;-3463236508;-58,51839534;0.72;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-28;23m1-2276;14;Alvarez, Julian 1682;-3459084083;-58,42309796;0.845;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-18;23m1-1108;6;Pueyrredon, Honorio, Dr. Av. 553;-3461258;-58,44074014;0.895;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-21;23m1-2181;12;Miller 3851;-3455746809;-58,49146995;0.965;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-18;23m1-1351;5;Tucuman 3701;-3459649437;-58,41718154;0.985;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-19;23m1-2125;7;Lautaro 845;-3463626099;-58,45337677;1.005;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-24;23m1-1368;15;Argerich 3718;-345933609;-58,49763033;1.03;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-19;23m1-1122;7;Bonifacio, Jose 2535;-3463301849;-58,46398926;1.035;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-20;23m1-1155;11;Cantilo, Jose Luis 5167;-3461071422;-58,5246121;1.105;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-05-19;23m1-1218;2;Charcas 3173;-3459160148;-58,41087795;1.17;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-20;23m1-1160;11;Sanabria 3170;-3460694303;-58,50932408;1.345;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-05-19;23m1-3277;14;Alvarez, Julian 2498;-3458549623;-58,41411868;1.44;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-24;23m1-2390;15;Malabia 1096;-3459338334;-58,43270126;1.53;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-21;23m1-1184;12;Cuenca 5565;-3458128391;-58,51214605;1.645;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-13;23m1-1064;3;Garay, Juan De Av. 3057;-3462933731;-58,40752029;1.855;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-24;23m1-1370;15;Solano Lopez, F., Mariscal 3159;-345944451;-58,49990771;1.94;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-14;23m1-1077;4;Suarez 490;-3463536072;-58,35904694;2.33;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-24;23m1-1378;15;Turin 2973;-3458481226;-58,48065156;2.64;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-14;23m1-1079;4;Cachi 1305;-3465642618;-58,40944546;2.7;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-21;23m1-1175;12;Manzanares 2967;-3454931364;-58,47476975;3.35;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-12;23m1-1028;10;Garcia, Juan Agustin 5180;-3462583681;-58,50567026;3.37;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-27;23m1-1248;13;Cuba 2240;-3455909275;-58,4562376;4.375;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-04-20;23m1-1146;11;Biarritz 2341;-3460442914;-58,47674871;4.41;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M1;2023-05-04;23m1-2216;2;Aguero 2214;-3458654356;-58,40098288;2.065;Residencial;No Separa;1;0;0;0;4;0;1;0;1;1;1;0;1;0;10
2023-M1;2023-05-04;23m1-1220;2;Gallo 1655;-3459087249;-58,40850488;3.02;Residencial;No Separa;1;0;1;1;0;1;1;0;0;1;0;0;1;0;7
2023-M1;2023-04-21;23m1-1197;12;Talavera 5959;-3457472456;-58,4999092;4.1;Residencial;No Separa;1;1;1;0;0;1;0;1;0;1;0;1;0;0;7
2023-M1;2023-05-04;23m1-1223;2;Sanchez De Bustamante 1754;-3458986022;-58,40962106;1.335;Residencial;No Separa;4;0;4;1;1;0;0;0;0;1;0;0;0;2;13
2023-M1;2023-04-27;23m1-1258;13;Echeverria 3256;-3456735947;-58,46402562;6.48;Residencial;No Separa;0;0;3;1;0;2;0;0;2;4;0;0;0;1;13
2023-M1;2023-04-24;23m1-1389;15;Loyola 614;-3459433401;-58,43650045;1.89;Residencial;No Separa;0;0;1;0;4;0;0;2;0;1;0;1;0;2;11
2023-M1;2023-04-27;23m1-1259;13;Martinez, Enrique, Gral. 2010;-3456941892;-58,4681337;1.54;Residencial;No Separa;0;1;2;0;0;0;0;2;0;1;0;0;3;1;10
2023-M1;2023-04-27;23m1-1269;14;Ruggieri, Silvio L. 2944;-3457960626;-58,40748632;2.79;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;2;1;0;0;0;1;0;2;0;2;2;0;10
2023-M1;2023-04-18;23m1-1103;6;Jauretche, Arturo 156;-3460999924;-58,4348953;2.7;Residencial;No Separa;0;0;2;0;1;0;0;1;0;1;0;0;1;3;9
2023-M1;2023-04-20;23m1-1166;11;Trelles, Manuel R. 1237;-3461218019;-58,46175231;2.12;Residencial;No Separa;2;0;0;1;0;2;1;0;0;1;0;0;1;0;8
2023-M1;2023-04-12;23m1-1035;10;Donizetti 514;-3464273962;-58,49538643;7.25;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;1;0;3;1;0;0;1;1;0;0;0;0;8
2023-M1;2023-04-21;23m1-1194;12;Larralde, Crisologo Av. 5145;-3456102175;-58,49365271;1.435;Residencial;No Separa;1;0;1;0;0;0;0;0;1;2;0;0;1;1;7
2023-M1;2023-04-28;23m1-1295;14;Godoy Cruz 2933;-3457577746;-58,42351138;0.615;Residencial;No Separa;1;0;0;0;1;1;0;2;0;1;0;0;0;1;7
2023-M1;2023-04-28;23m1-1291;14;Costa Rica 5652;-3458203294;-58,43559508;3.325;Residencial;No Separa;4;0;0;1;4;0;0;0;0;1;0;0;0;4;14
2023-M1;2023-04-21;23m1-1180;12;Garcia Del Rio 4332;-3455505119;-58,48737864;1.715;Residencial;No Separa;1;0;0;0;1;0;1;0;0;4;0;0;0;3;10
2023-M1;2023-05-08;23m1-1338;8;Varela, Jacobo Adrian 3249;-346620182;-58,44327173;6.875;Residencial;No Separa;2;0;1;0;0;2;0;0;0;0;0;2;2;0;9
2023-M1;2023-04-26;23m1-1234;13;Aguilar 2692;-3457074892;-58,44906622;2.69;Residencial;No Separa;2;0;2;2;0;0;0;0;0;0;0;2;0;1;9
2023-M1;2023-05-04;23m1-1208;2;Cordoba Av. 2436;-3459888031;-58,40162574;2.22;Residencial;No Separa;2;1;4;1;0;1;0;0;0;0;0;0;0;0;9
2023-M1;2023-05-04;23m1-1224;2;Sanchez De Bustamante 2088;-3458743875;-58,40704114;1.84;Residencial;No Separa;0;0;2;0;1;0;0;0;0;1;1;3;0;0;8
2023-M1;2023-04-12;23m1-1020;10;Magari Os Cervantes, A. 3845;-3461871576;-58,49001139;2.17;Residencial;No Separa;2;0;1;0;0;0;0;1;0;1;0;3;0;0;8
2023-M1;2023-05-04;23m1-1214;2;Juncal 2850;-3458761321;-58,40615843;2.25;Residencial;No Separa;1;0;2;2;0;0;0;0;0;1;0;0;2;0;8
2023-M1;2023-04-18;23m1-1111;6;Espinosa 423;-3461692399;-58,44829714;2.565;Residencial;No Separa;1;0;1;1;3;0;0;0;0;0;0;0;0;2;8
2023-M1;2023-04-26;23m1-1246;13;3 De Febrero 4550;-3453861226;-58,46750078;1.35;Residencial;No Separa;3;0;1;1;0;0;0;0;0;2;0;0;1;0;8
2023-M1;2023-04-21;23m1-1198;12;Acha, Mariano, Gral. 2064;-3457301809;-58,47583098;1.2;Residencial;No Separa;0;1;4;0;0;1;1;1;0;0;0;0;0;0;8
2023-M1;2023-04-18;23m1-1353;5;Pringles 282;-3460916901;-58,42760849;0.495;Residencial;No Separa;0;0;0;0;1;2;0;1;0;2;0;0;0;1;7
2023-M1;2023-05-03;23m1-2318;1;Mexico 364;-3461426921;-58,37163714;1.815;Residencial;No Separa;2;0;1;1;0;0;0;0;0;2;0;1;0;0;7
2023-M1;2023-04-27;23m1-1268;14;Cabello 3310;-3458142547;-58,40789115;2.44;Residencial;No Separa;1;0;2;0;1;2;0;0;0;0;0;0;1;0;7
2023-M1;2023-04-24;23m1-1369;15;Helguera 3579;-3459509994;-58,4974252;1.005;Residencial;No Separa;1;0;0;0;1;0;0;0;0;1;0;1;0;2;6
2023-M1;2023-04-26;23m1-2231;13;Freire, Ramon, Cap. Gral. 705;-3457631861;-58,44916688;0.49;Residencial;No Separa;1;0;0;0;0;0;0;1;1;2;0;0;1;0;6
2023-M2;2023-08-29;23m2-1336;14;Diaz, Cnel. Av. 2730;-345812246;-58,4052105;3.11;Residencial;No Separa;3;1;2;0;4;2;0;0;0;0;1;0;4;2;19
2023-M2;2023-08-17;23m2-1164;7;Alberdi, Juan Bautista Av. 2637;-346364736;-58,4773686;3.3;Residencial;No Separa;4;0;4;0;4;0;0;0;0;0;0;0;0;0;12
2023-M2;2023-08-09;23m2-2021;10;Bahia Blanca 1013;-346241031;-58,4849686;4.56;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;0;3;0;4;1;0;2;0;1;0;0;0;0;13
2023-M2;2023-08-10;23m2-1047;3;San Luis 3098;-345996455;-58,4085697;1.11;Residencial;No Separa;2;0;4;0;1;0;0;1;1;1;0;1;2;4;17
2023-M2;2023-08-31;23m2-2295;1;Cevallos, Virrey 775;-346036844;-58,3815591;1.84;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;0;4;0;2;0;0;2;1;0;0;1;1;0;13
2023-M2;2023-08-17;23m2-1187;7;Hortiguera 1956;-346424903;-58,439351;4.165;Residencial;No Separa;2;0;4;1;2;0;0;0;1;0;0;2;0;0;12
2023-M2;2023-08-31;23m2-1284;1;Saenz Pe A, Luis, Pres. 110;-346036844;-58,3815591;4.325;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;1;2;2;0;2;0;0;1;1;0;1;0;1;12
2023-M2;2023-08-10;23m2-1054;3;Independencia Av. 2825;-346184573;-58,3975232;2.89;Residencial;No Separa;2;0;4;0;1;0;3;0;0;0;1;0;0;2;13
2023-M2;2023-08-29;23m2-1341;14;Republica Arabe Siria 3291;-345780838;-58,4116802;3.665;Residencial;No Separa;4;0;0;0;4;0;0;0;0;1;0;0;4;0;13
2023-M2;2023-08-22;23m2-1218;12;Arias 3217;-345449104;-58,4814555;2.13;Residencial;No Separa;1;0;4;0;0;3;0;0;0;1;0;0;1;2;12
2023-M2;2023-08-08;23m2-1014;9;Tapalque 6015;-3465469249;-58,50241005;3.8;Residencial;No Separa;4;0;4;0;0;0;0;1;0;1;0;0;0;0;10
2023-M2;2023-08-10;23m2-1063;3;Independencia Av. 2227;-346184573;-58,3975232;3.095;Residencial;No Separa;4;0;3;0;0;1;0;0;0;2;0;0;0;0;10
2023-M2;2023-08-31;23m2-1276;1;Cochabamba 813;-34623337;-58,3772798;4.415;Residencial;No Separa;0;1;2;0;0;3;0;0;3;0;1;1;0;2;13
2023-M2;2023-08-28;23m2-2312;13;Maure 3373;-345802064;-58,4489492;1.345;Residencial;No Separa;1;0;1;0;2;2;0;3;0;2;0;0;0;1;12
2023-M2;2023-08-31;23m2-2296;1;Chile 1560;-346168785;-58,388401;2.07;Residencial;No Separa;2;0;2;0;4;0;0;0;0;1;0;0;0;1;10
2023-M2;2023-08-10;23m2-1050;3;Matheu 15;-346100879;-58,4005405;0.55;Residencial;No Separa;2;1;0;0;4;0;0;0;0;0;0;1;4;1;13
2023-M2;2023-08-16;23m2-2143;6;Goyena, Pedro Av. 1159;-3462645578;-58,44399019;2.295;Residencial;No Separa;4;1;1;0;0;0;0;3;0;0;1;0;0;2;12
2023-M2;2023-08-31;23m2-2272;1;Tacuari 851;-346180155;-58,3788972;1.2;Residencial;No Separa;2;0;1;1;4;0;0;0;0;1;0;0;0;0;9
2023-M2;2023-08-29;23m2-1357;14;Serrano 1367;-345904217;-58,4324946;4.07;Residencial;No Separa;1;0;0;0;2;4;0;0;1;0;0;0;3;0;11
2023-M2;2023-08-15;23m2-1122;5;Acu a De Figueroa, Francisco 358;-345997865;-58,4221222;1.925;Residencial;No Separa;0;0;4;0;0;1;0;1;1;4;0;0;0;0;11
2023-M2;2023-08-15;23m2-2126;5;Garay, Juan De Av. 3549;-346308704;-58,41523946;1.41;Residencial;No Separa;2;0;2;0;3;0;0;0;0;2;0;0;0;0;9
2023-M2;2023-08-30;23m2-2389;2;Pe a 3091;-345855516;-58,4056976;0.955;Residencial;No Separa;2;0;3;2;0;1;0;0;0;0;0;0;0;0;8
2023-M2;2023-08-17;23m2-1182;7;Zuviria 837;-346298487;-58,4375219;2.315;Residencial;No Separa;2;0;3;0;0;1;0;0;0;3;0;0;1;0;10
2023-M2;2023-09-01;23m2-1208;11;San Blas 2363;-346077577;-58,4748225;3.07;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;4;0;2;0;1;0;0;0;0;0;0;0;0;3;10
2023-M2;2023-08-17;23m2-1186;7;Curapaligue 1948;-34643042;-58,4418681;1.48;Residencial;No Separa;4;0;3;0;0;0;0;0;0;1;0;0;1;0;9
2023-M2;2023-08-10;23m2-1064;3;San Juan Av. 3169;-346245468;-58,4099591;3.555;Residencial;No Separa;3;0;1;0;1;1;1;0;0;1;0;0;0;2;10
2023-M2;2023-08-30;23m2-1378;2;Santa Fe Av. 2236;-345954232;-58,3989263;1.725;Residencial;No Separa;2;0;3;0;0;1;0;0;1;1;0;0;2;0;10
2023-M2;2023-08-22;23m2-1239;12;Tronador 2585;-345669475;-58,4759641;1.835;Residencial;No Separa;3;0;0;0;3;0;0;0;0;1;0;0;3;1;11
2023-M2;2023-08-11;23m2-1074;4;Valle, Aristobulo Del 626;-346336815;-58,362602;0.98;Residencial;No Separa;1;0;4;1;0;0;0;3;0;0;0;0;0;0;9
2023-M2;2023-08-24;23m2-1196;11;Gutenberg 3449;-345946746;-58,5056709;4.575;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;3;0;4;0;0;0;0;0;0;1;0;0;0;0;8
2023-M2;2023-08-24;23m2-1203;11;Mercedes 2729;-346097884;-58,5040733;2.355;Residencial;No Separa;1;0;1;0;3;0;1;0;0;0;2;0;3;0;11
2023-M2;2023-08-29;23m2-1360;14;Nicaragua 5732;-345807819;-58,4350387;4.075;Residencial;No Separa;2;0;2;1;0;1;0;0;1;0;0;0;0;3;10
2023-M2;2023-08-09;23m2-1033;10;Acassuso 5579;-3464249039;-58,507061;2.085;Residencial;No Separa;2;0;2;0;2;0;1;0;0;1;0;1;0;0;9
2023-M2;2023-08-29;23m2-1342;14;Republica Arabe Siria 3359;-345774613;-58,4112976;3.19;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;1;3;2;0;0;0;0;2;0;0;1;0;9
2023-M2;2023-08-14;23m2-1097;8;Corrales 6311;-346888653;-58,4704477;1.715;Residencial;No Separa;1;0;4;1;0;1;0;0;0;0;0;0;1;0;8
2023-M2;2023-08-11;23m2-1087;4;Chiclana Av. 3221;-346438758;-58,3627187;5.57;Residencial;No Separa;0;0;1;1;3;0;0;0;1;2;1;0;0;0;9
2023-M2;2023-08-23;23m2-1251;15;Burela 1523;-345862206;-58,485046;1.385;Residencial;No Separa;1;0;4;0;0;1;0;0;0;1;0;2;0;0;9
