medicion;fecha;med_id_bolsa;comuna;direccion_contenedor;latitud;longitud;peso_neto_kg;origen;clasificacion;1_s1;2_s1;3_s1;4_s1;5_s1;6_s1;7_s2;8_s2;9_s2;10_s2;11_s2;12_s3;13_s3;14_s3;suma
2023-M3;2023-11-28;23m3-1117;6;Bogota 71;-346126094;-58,4321456;2.255;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;2;4;2;0;0;0;0;0;1;3;0;0;12
2023-M3;2023-11-28;23m3-1120;6;Pujol 885;-346125973;-58,449413;0.915;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-15;23m3-1121;6;La Plata Av. 271;-346036844;-58,3815591;1.05;Residencial;No Separa;2;0;1;0;0;0;0;0;0;0;0;0;0;0;3
2023-M3;2023-11-28;23m3-1122;6;Diaz Velez Av. 5244;-34608969;-58,4407386;-0.525;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-11-28;23m3-1123;6;Riglos 581;-34625549;-58,4363062;-1.22;Residencial;No Separa;1;0;1;0;0;1;0;0;0;2;0;0;0;0;5
2023-M3;2023-11-28;23m3-1124;6;Planes 1303;-346133033;-58,4525508;1.09;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-11-28;23m3-1125;6;Campichuelo 261;-346138321;-58,4340742;0.745;Residencial;No Separa;1;0;1;0;0;0;0;1;0;0;1;0;3;0;7
2023-M3;2023-11-28;23m3-1126;6;Aranguren, Juan F., Dr. 1673;-346191393;-58,4553952;1.06;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M3;2023-11-28;23m3-1127;6;Viale, Luis 1311;-346097119;-58,4566415;2.155;Residencial;No Separa;2;0;1;0;0;0;0;1;0;0;0;1;0;0;5
2023-M3;2023-11-28;23m3-1129;6;Repetto, Nicolas, Dr. 817;-346122023;-58,4468975;-0.57;Residencial;No Separa;0;0;4;0;0;1;0;0;0;0;0;0;0;0;5
2023-M3;2023-11-28;23m3-1130;6;Repetto, Nicolas, Dr. 589;-346147514;-58,4454499;0.41;Residencial;No Separa;2;0;3;0;0;0;0;0;0;0;0;3;0;1;9
2023-M3;2023-11-28;23m3-1132;6;Lobos, Eleodoro, Dr. 574;-346120847;-58,4367285;1.47;Residencial;No Separa;0;0;1;0;0;0;0;1;0;0;0;0;0;0;2
2023-M3;2023-12-15;23m3-1133;6;Colpayo 773;-346114906;-58,4434861;1.19;Residencial;No Separa;1;0;1;0;0;0;0;0;0;1;0;0;0;2;5
2023-M3;2023-12-15;23m3-1135;6;Cucha Cucha 650;-346145302;-58,4471687;1.015;Residencial;No Separa;0;0;2;0;1;0;0;2;0;1;0;0;0;0;6
2023-M3;2023-11-29;23m3-1136;7;Gaona Av. 3630;-346218046;-58,4760021;1.355;Residencial;No Separa;3;0;0;0;0;0;0;0;0;1;0;0;0;0;4
2023-M3;2023-11-29;23m3-1137;7;Lafuente 276;-346337218;-58,4667379;-1.08;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;0;0;0;2;1;0;0;0;0;0;0;0;0;5
2023-M3;2023-11-29;23m3-1138;7;Culpina 423;-346350482;-58,4647853;0.365;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-11-29;23m3-1140;7;Yerbal 2767;-346288137;-58,4683933;5.64;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-15;23m3-1141;7;Vallese, Felipe 2961;-346233758;-58,474102;0.56;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-11-29;23m3-1143;7;Charrua 2232;-346486515;-58,4391622;1.66;Residencial;No Separa;0;0;0;0;0;1;0;0;1;0;0;0;1;1;4
2023-M3;2023-11-29;23m3-1144;7;Quirno 659;-346394113;-58,4676255;0.235;Residencial;No Separa;3;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2023-M3;2023-11-29;23m3-1145;7;Nepper 1018;-346395453;-58,453968;-0.255;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M3;2023-11-29;23m3-1146;7;San Pedrito 980;-346417156;-58,4621354;-0.95;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;1;3
2023-M3;2023-11-29;23m3-1148;7;Zuviria 2372;-346407629;-58,453176;1.565;Residencial;Separa;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
2023-M3;2023-11-29;23m3-1155;7;Asamblea Av. 1640;-346376745;-58,4476855;-1.15;Residencial;No Separa;0;0;0;0;1;0;0;1;0;0;0;0;0;1;3
2023-M3;2023-11-29;23m3-1157;7;Beauchef 1708;-346368626;-58,4307194;2.04;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-11-29;23m3-1158;7;Cachimayo 1765;-346394822;-58,4358264;3.5;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
2023-M3;2023-11-29;23m3-1159;7;Pumacahua 1446;-346399644;-58,4458223;-1.1;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-11-29;23m3-1160;7;Estrada 314;-346311415;-58,4302995;-1.815;Residencial;No Separa;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2
2023-M3;2023-11-30;23m3-1161;9;Ibarrola 6702;-346413702;-58,5210148;5551;Residencial;No Separa;0;0;2;0;0;0;0;0;0;0;0;0;0;1;3
2023-M3;2023-12-01;23m3-1162;9;Castro, Emilio Av. 7105;-34653197;-58,5184838;0;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-11-30;23m3-1166;9;Gordillo, Timoteo 282;-346423344;-58,5219583;2.385;Residencial;No Separa;2;0;2;0;0;0;0;0;0;0;0;0;0;1;5
2023-M3;2023-11-30;23m3-1167;9;Garcia De Cossio 6525;-346476072;-58,5173103;2.35;Residencial;No Separa;0;0;1;0;0;0;0;3;0;1;0;0;0;0;5
2023-M3;2023-11-30;23m3-1168;9;Guardia Nacional 2063;-346561453;-58,4827826;4.415;Residencial;No Separa;0;1;0;0;0;0;3;0;0;2;0;0;0;0;6
2023-M3;2023-11-30;23m3-1170;9;Garzon, Eugenio, Gral. Av. 5176;-34640804;-58,4731741;2.355;Residencial;No Separa;0;0;0;0;0;0;0;0;1;0;0;0;3;0;4
2023-M3;2023-12-01;23m3-1171;9;Fragata La Argentina 1850;-346586659;-58,5150132;2.95;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-11-30;23m3-1172;9;San Pedro 4964;-346533094;-58,4854639;0.495;Residencial;Separa;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1
2023-M3;2023-11-30;23m3-1173;9;Guamini 2903;-346688812;-58,5020537;3.005;Residencial;No Separa;0;0;1;0;0;0;0;1;0;0;0;0;1;0;3
2023-M3;2023-11-30;23m3-1174;9;Garcia Grande De Zequeira, Severo 5499;-346508541;-58,5057843;1.745;Residencial;No Separa;0;0;2;0;1;0;0;0;0;0;0;0;1;0;4
2023-M3;2023-11-30;23m3-1176;9;Fernandez Moreno, Baldomero 3733;-346457988;-58,4704853;1.755;Residencial;No Separa;4;0;0;0;0;0;0;0;0;0;0;0;0;0;4
2023-M3;2023-11-30;23m3-1178;9;Laferrere, Gregorio De 4858;-346659781;-58,4961378;1.835;Residencial;No Separa;0;0;1;0;0;0;0;0;0;4;0;0;0;0;5
2023-M3;2023-11-30;23m3-1179;9;Moreto 1285;-346491601;-58,4813124;0.965;Residencial;No Separa;1;0;1;0;0;1;1;0;0;0;0;0;0;1;5
2023-M3;2023-11-30;23m3-1180;10;Sanabria 1573;-346215893;-58,4957315;2.28;Residencial;No Separa;2;0;2;0;0;2;0;0;0;0;2;0;1;1;10
2023-M3;2023-11-30;23m3-1181;10;Chivilcoy 26;-346334965;-58,4819574;1.485;Residencial;No Separa;1;0;2;0;0;0;0;0;0;0;0;0;0;0;3
2023-M3;2023-11-30;23m3-1183;10;Virgilio 1579;-34624433;-58,5133602;1.06;Residencial;Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-11-30;23m3-1184;10;Sastre, Marcos 5082;-346185952;-58,5129264;2.495;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-11-30;23m3-1185;10;Segurola Av. 2146;-346168078;-58,5035853;1.55;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M3;2023-11-30;23m3-1186;10;Gonzalez, Elpidio 4583;-346210759;-58,5005392;0.885;Residencial;No Separa;1;0;2;0;0;0;0;0;0;0;0;0;0;0;3
2023-M3;2023-11-30;23m3-1187;10;Calderon De La Barca, Pedro 2281;-346223231;-58,5115052;2.165;Residencial;No Separa;1;0;2;0;0;0;0;0;0;0;0;0;0;0;3
2023-M3;2023-11-30;23m3-1188;10;Goya 791;-346282773;-58,4909504;1.685;Residencial;No Separa;0;0;0;0;0;0;0;0;0;3;0;0;0;1;4
2023-M3;2023-11-30;23m3-1189;10;San Blas 4479;-346226969;-58,4982672;1.865;Residencial;No Separa;2;0;0;2;0;0;0;0;0;0;0;0;0;1;5
2023-M3;2023-11-30;23m3-1190;10;Justo, Juan B. Av. 9111;-346330549;-58,5182344;1.615;Residencial;No Separa;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-11-30;23m3-1191;10;Gallardo 593;-346317659;-58,5248115;2.68;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M3;2023-11-30;23m3-1192;10;Echenagucia 758;-346327241;-58,5141033;1.65;Residencial;No Separa;1;0;0;1;0;0;0;2;1;2;0;0;0;0;7
2023-M3;2023-11-30;23m3-1193;10;Miranda 5298;-346260124;-58,5093304;3.385;Residencial;No Separa;1;0;1;0;0;1;0;0;0;0;0;0;0;1;4
2023-M3;2023-11-30;23m3-1194;10;Falcon, Ramon L.,cnel. 4640;-346367173;-58,4881958;1.895;Residencial;No Separa;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3
2023-M3;2023-11-30;23m3-1195;10;Falcon, Ramon L.,cnel. Av. 5652;-346367173;-58,4881958;0.74;Residencial;No Separa;4;0;2;0;2;0;0;0;0;0;0;0;0;0;8
2023-M3;2023-11-30;23m3-1196;10;Cajaravilla 4856;-346407944;-58,4950926;1.39;Residencial;No Separa;4;0;0;0;0;0;0;0;0;0;1;0;1;0;6
2023-M3;2023-11-30;23m3-1197;10;Magari Os Cervantes, A. 5251;-346309307;-58,5058708;1.695;Residencial;No Separa;3;0;1;0;0;0;0;0;0;0;0;0;0;0;4
2023-M3;2023-11-30;23m3-1198;10;Cajaravilla 5150;-346413246;-58,4992065;1.025;Residencial;No Separa;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2
2023-M3;2023-11-30;23m3-1200;10;Moran, Pedro 5450;-346136897;-58,528853;0.575;Residencial;No Separa;0;0;1;0;0;0;0;0;0;2;0;1;0;0;4
2023-M3;2023-12-14;23m3-1201;1;Constitucion 1571;-3462481;-58,3879506;1.255;Residencial;No Separa;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-14;23m3-1202;1;Pavon 1271;-346259295;-58,3839276;1.62;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;0;1;1;0;0;0;1;0;0;0;0;3
2023-M3;2023-12-14;23m3-1203;1;Estados Unidos 1198;-346186137;-58,3827947;0.765;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;3;0;0;0;0;0;0;0;0;2;0;0;5
2023-M3;2023-12-14;23m3-1204;1;15 De Noviembre De 1889 1251;-346307503;-58,383501;0.865;Residencial;No Separa;1;0;4;0;0;0;0;0;0;1;0;0;0;2;8
2023-M3;2023-12-14;23m3-1205;1;San Jose 1727;-346288963;-58,385736;2.57;Residencial;No Separa;1;0;1;0;0;0;0;0;3;0;1;0;0;0;6
2023-M3;2023-12-01;23m3-1206;1;Cevallos, Virrey 987;-346197909;-58,3714178;0;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-14;23m3-1207;1;Caseros Av. 1433;-3463181335;-58,38308651;1.5;Residencial;No Separa;1;0;3;0;0;0;0;0;0;1;0;0;0;0;5
2023-M3;2023-12-14;23m3-1208;1;Cevallos, Virrey 717;-346197909;-58,3714178;2.125;Residencial;No Separa;0;0;0;0;0;1;0;1;0;0;0;0;0;0;2
2023-M3;2023-12-14;23m3-1211;1;Moreno 899;-3461149525;-58,37894819;0.77;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;1;0;0;1;0;0;0;1;0;0;0;0;3
2023-M3;2023-12-14;23m3-1212;1;San Jose 655;-346162264;-58,3859848;1.545;Residencial;No Separa;1;0;3;0;0;0;0;0;0;1;0;0;0;0;5
2023-M3;2023-12-14;23m3-1213;1;Republica Bolivariana De Venezuela 1653;-3461448339;-58,38969749;0.31;Residencial;No Separa;1;0;1;0;0;1;0;1;0;1;0;0;0;1;6
2023-M3;2023-12-14;23m3-1216;1;Esmeralda 990;-345965312;-58,3786909;0.335;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-12-14;23m3-1218;1;Alvear 1512;-345904106;-58,3851173;5.17;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;1;2;1;1;0;0;0;0;0;0;3;0;2;12
2023-M3;2023-12-14;23m3-1219;1;Santa Fe Av. 1171;-345953783;-58,3838025;0.9;Residencial;No Separa;0;0;0;0;0;1;0;0;0;0;1;0;0;3;5
2023-M3;2023-12-14;23m3-1220;1;Suipacha 1285;-345932515;-58,3799896;7.995;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;4;0;1;0;0;0;0;0;0;0;0;0;0;0;5
2023-M3;2023-12-14;23m3-1222;1;Libertad 1289;-345931002;-58,384391;0.84;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;1;0;0;0;0;0;0;1;0;0;0;0;3
2023-M3;2023-12-14;23m3-1223;1;Suipacha 1335;-345922085;-58,3799725;0.865;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;3;4
2023-M3;2023-12-14;23m3-1224;1;Paraguay 914;-345977869;-58,3800012;0.775;Residencial;No Separa;0;0;2;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-01;23m3-1225;1;Sarmiento 1615;-34605313;-58,3895613;0;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-14;23m3-1227;1;Libertad 263;-346055439;-58,3835381;1.265;Residencial;No Separa;0;0;1;0;0;0;0;0;0;1;0;0;0;1;3
2023-M3;2023-12-14;23m3-1228;1;Peron, Juan Domingo, Tte. General 1419;-346073212;-58,399267;0.255;Residencial;No Separa;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-14;23m3-1229;1;Piedras 1370;-34624595;-58,3767713;0.315;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;0;0;0;0;0;0;2;0;0;0;1;3
2023-M3;2023-12-01;23m3-1230;1;San Juan Av. 725;-346218773;-58,3761093;0;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-12-14;23m3-1231;1;Piedras 1368;-346245643;-58,376717;0.845;Residencial;No Separa;0;0;0;1;0;1;0;0;0;0;0;1;1;0;4
2023-M3;2023-12-14;23m3-1232;1;Chile 524;-346161168;-58,3735286;1.075;Residencial;No Separa;0;0;0;0;0;0;1;0;0;0;1;0;1;0;3
2023-M3;2023-12-14;23m3-1233;1;Bolivar 843;-346176575;-58,3731255;2.495;Residencial;Separa;0;0;0;0;0;0;0;1;0;0;0;0;0;1;2
2023-M3;2023-12-14;23m3-1234;1;Estados Unidos 378;-346185595;-58,3711901;0.925;Residencial;No Separa;0;0;3;0;0;1;0;0;0;1;0;0;0;1;6
2023-M3;2023-12-18;23m3-1235;2;Alvear, Marcelo T. De 1981;-346129936;-58,5313918;0.295;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-12-04;23m3-1237;2;Aguero 2066;-345879975;-58,4023939;0;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;1;0;0;0;0;0;0;0;0;0;2;0;3
2023-M3;2023-12-04;23m3-1239;2;Sanchez De Bustamante 2244;-345867539;-58,4051698;2.35;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;0;0;0;0;2;1;0;0;0;0;0;3
2023-M3;2023-12-04;23m3-1240;2;Pacheco De Melo, Jose Andres 2918;-345877598;-58,3997712;0;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-04;23m3-1241;2;Pueyrredon Av. 2451;-34586177;-58,3942634;2.545;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;0;0;0;0;0;0;0;2;0;0;1;0;4
2023-M3;2023-12-04;23m3-1243;2;Lopez, Vicente 1649;-345920226;-58,3893919;8.56;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;2;1;1;0;0;0;1;0;0;1;1;1;0;0;8
2023-M3;2023-12-18;23m3-1245;2;Santa Fe Av. 2841;-345919796;-58,4062347;1.435;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;0;0;1;0;0;1;0;0;0;2;0;4
2023-M3;2023-12-04;23m3-1246;2;Gallo 1531;-345924812;-58,4094242;4.875;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;4;0;2;0;3;0;0;0;1;0;0;0;0;1;11
2023-M3;2023-12-04;23m3-1247;2;Paraguay 2936;-345959933;-58,4090665;1.185;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;3;0;0;0;0;0;0;1;0;0;0;0;5
2023-M3;2023-12-04;23m3-1248;2;Pueyrredon Av. 2052;-345880187;-58,3984949;1.395;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;1;1;0;0;0;0;0;0;0;0;0;0;1;4
2023-M3;2023-12-04;23m3-1249;2;Montevideo 1372;-345935128;-58,3907764;0;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;1;0;0;0;0;1;0;0;0;0;0;1;3;6
2023-M3;2023-12-04;23m3-1250;2;Santa Fe Av. 2673;-345935008;-58,4045315;1.73;Residencial;No Separa;0;0;0;0;0;0;0;0;0;4;0;0;1;0;5
2023-M3;2023-12-04;23m3-1252;2;Guemes 2940;-345922533;-58,4084307;0;Residencial;No Separa;1;0;1;1;2;0;0;0;0;0;0;0;1;0;6
2023-M3;2023-12-04;23m3-1253;2;Ecuador 1352;-34594671;-58,4042645;0.01;Residencial;No Separa;1;0;1;0;0;0;0;0;0;0;0;0;1;0;3
2023-M3;2023-12-04;23m3-1254;2;Pacheco De Melo, Jose Andres 2864;-345877598;-58,3997712;2.215;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-04;23m3-1255;2;Laprida 1550;-345913642;-58,4047006;2.605;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2
2023-M3;2023-12-04;23m3-1256;2;Pacheco De Melo, Jose Andres 1872;-345877598;-58,3997712;0.485;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;3;0;0;0;0;1;0;0;0;0;1;1;6
2023-M3;2023-12-04;23m3-1257;2;Billinghurst 1685;-34591136;-58,4106699;0.05;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-04;23m3-1258;2;Anchorena, Tomas Manuel De, Dr. 1449;-3459296036;-58,40464179;2.465;Residencial;No Separa;1;0;1;0;0;0;0;0;1;0;0;0;0;0;3
2023-M3;2023-12-04;23m3-1259;2;Callao Av. 1531;-345915647;-58,3914952;8.135;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-04;23m3-1260;2;Azcuenaga 1750;-345890516;-58,3963759;0.585;Residencial;Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-05;23m3-1262;13;Arcos 1891;-345623278;-58,4520402;-1.27;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;0;0;0;0;0;0;0;1;0;0;3;1;5
2023-M3;2023-12-05;23m3-1263;13;Sucre, Antonio Jose De, Mcal. 2765;-3456545893;-58,4584851;-1.52;Residencial;No Separa;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-05;23m3-1266;13;Moldes 1872;-345658412;-58,4576886;-0.62;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1
2023-M3;2023-12-05;23m3-1267;13;La Pampa 1085;-345568128;-58,4406701;-1.13;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;1;0;0;0;0;0;0;0;0;0;0;1;3
2023-M3;2023-12-05;23m3-1268;13;Cazadores 2454;-345509788;-58,4462466;-2.17;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-05;23m3-1269;13;Monroe 2615;-345594308;-58,4620443;-1.98;Residencial;Separa;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1
2023-M3;2023-12-05;23m3-1271;13;Solier, Daniel De, Alte. 1096;-3454841329;-58,45071779;0.47;Residencial;No Separa;0;1;1;0;0;1;0;0;2;0;0;0;0;0;5
2023-M3;2023-12-05;23m3-1273;13;Cazadores 2370;-345516225;-58,4455732;-1.72;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-12-05;23m3-1274;13;Aviles, Virrey 2772;-345911706;-58,4762702;-1.08;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1
2023-M3;2023-12-18;23m3-1275;13;Olaguer y Feliu, Virrey 2437;-345719868;-58,4560592;1.075;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;0;0;4;0;0;0;0;0;0;0;0;0;0;2;6
2023-M3;2023-12-05;23m3-1277;13;Olleros 2645;-34572495;-58,4453116;-0.26;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1
2023-M3;2023-12-05;23m3-1278;13;Conesa 650;-345751501;-58,4473545;-1.2;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-05;23m3-1279;13;Olleros 3334;-345798093;-58,4491063;-1.42;Residencial;No Separa;0;0;0;0;2;0;0;0;0;0;0;0;1;1;4
2023-M3;2023-12-05;23m3-1280;13;Martinez, Enrique, Gral. 505;-34575894;-58,4578013;-1.59;Residencial;No Separa;2;0;0;0;0;0;0;0;0;0;1;0;0;0;3
2023-M3;2023-12-05;23m3-1281;13;Elcano Av. 3540;-345775565;-58,4598221;-1.025;Residencial;No Separa;0;0;0;0;0;1;0;0;0;0;0;0;0;2;3
2023-M3;2023-12-05;23m3-1285;13;Guayra 2264;-34552177;-58,463727;-1.875;Residencial;No Separa;0;0;0;0;1;3;0;0;0;1;0;1;1;0;7
2023-M3;2023-12-05;23m3-1288;13;Manzanares 1785;-345442349;-58,4633159;-2.075;Residencial;No Separa;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2
2023-M3;2023-12-05;23m3-1289;13;Azurduy Juana 2271;-345497225;-58,4656222;0.485;Residencial;No Separa;0;0;2;0;0;0;0;0;0;1;0;0;0;0;3
2023-M3;2023-12-05;23m3-1290;13;Vidal 3079;-34555602;-58,4676942;-1.855;Residencial;No Separa;0;0;0;0;1;0;0;1;0;0;0;0;0;2;4
2023-M3;2023-12-05;23m3-1291;13;Vuelta De Obligado 4415;-345421841;-58,4714819;-0.115;Residencial;No Separa;1;0;0;0;1;0;0;0;0;0;0;0;0;2;4
2023-M3;2023-12-05;23m3-1292;13;Larralde, Crisologo Av. 2133;-345576614;-58,484352;-2.06;Residencial;No Separa;1;0;0;0;0;2;0;0;0;0;0;0;0;0;3
2023-M3;2023-12-05;23m3-1293;13;Vuelta De Obligado 4515;-345413674;-58,4719857;-1.525;Residencial;No Separa;3;0;2;0;3;1;0;0;0;0;0;0;0;0;9
2023-M3;2023-12-05;23m3-1294;13;Ruiz Huidobro 1781;-345413409;-58,4654735;-1.82;Residencial;No Separa;1;0;0;0;0;0;0;0;0;0;0;0;0;2;3
2023-M3;2023-12-05;23m3-1295;13;Conesa 3053;-345569478;-58,4691704;-1.565;Residencial;Separa;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2023-M3;2023-12-05;23m3-1296;13;Amenabar 3553;-345505726;-58,4695745;-1.665;Residencial;Separa;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1
2023-M3;2023-12-06;23m3-1298;14;Soldado De La Independencia 579;-345686112;-58,4323474;3.205;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
2023-M3;2023-12-06;23m3-1299;14;Beruti 3341;-345870814;-58,4094242;0.89;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2023-M3;2023-12-06;23m3-1300;14;Paraguay 4476;-345849756;-58,4239712;0.69;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);No Separa;1;0;4;0;0;0;0;0;0;0;0;0;0;1;6
2023-M3;2023-12-06;23m3-1301;14;Bulnes 1786;-345906922;-58,4142818;0.615;Residencial;No Separa;0;0;0;0;4;0;0;0;0;0;0;0;0;0;4
2023-M3;2023-12-06;23m3-1302;14;Gascon 1227;-345959927;-58,4228421;2.605;Edificio Con Encargado (La Bolsa Estaba Dentro De Bolsa Grande Con Muchas Bolsas);Separa;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
