ID,SubmissionDate,start,end,today,personas-n_personas,pais-pais_origen,pais-provincia,pais-pais_otro,noches_ciudad-noches,informacion_group-info,informacion_group-info_otro,telefonia-servicios_telefonicos,telefonia-empresa_otro,discapacidad-discapacidad,meta-instanceID,KEY,SubmitterID,SubmitterName,Status
2392,2020-02-28T19:56:09.844Z,2020-02-28T16:55:54.085-03:00,2020-02-28T16:56:08.012-03:00,28/02/2020,3,Sin Dato,,,6,Mapas_Ciudad Transporte Orientación Consulta_de_pasajero_en_tránsito Ferias_&_Mercados,,Ninguna,,No,uuid:44c90e46-cc08-49a7-bc45-12af24013732,uuid:44c90e46-cc08-49a7-bc45-12af24013732,73,Recoleta,
2393,2020-02-28T19:56:21.768Z,2020-02-28T16:56:10.635-03:00,2020-02-28T16:56:19.988-03:00,28/02/2020,2,Brasil,,,,Bus_Turístico,,Ninguna,,No,uuid:1a3175d9-db62-4c9b-924b-df5fa57dbd6a,uuid:1a3175d9-db62-4c9b-924b-df5fa57dbd6a,73,Recoleta,
2394,2020-02-28T19:56:36.019Z,2020-02-28T16:56:23.222-03:00,2020-02-28T16:56:34.386-03:00,28/02/2020,3,Uruguay,,,,Mapas_Ciudad Transporte Alojamiento Orientación Info_Uruguay Uso_de_instalaciones Eventos_&_Espectáculos,,Ninguna,,No,uuid:fa651525-ee41-4221-bfed-9ac788fed43f,uuid:fa651525-ee41-4221-bfed-9ac788fed43f,73,Recoleta,
2395,2020-02-28T20:12:55.968Z,2020-02-28T17:12:39.625-03:00,2020-02-28T17:12:53.583-03:00,28/02/2020,2,Brasil,,,3,Mapas_Ciudad,,Ninguna,,No,uuid:dfc9224e-515b-46aa-ab3f-0e86f67521ae,uuid:dfc9224e-515b-46aa-ab3f-0e86f67521ae,71,Puerto Madero,
2396,2020-02-28T20:13:10.837Z,2020-02-28T17:12:57.252-03:00,2020-02-28T17:13:08.856-03:00,28/02/2020,1,Argentina,AMBA,,,Uso_de_instalaciones,,,,No,uuid:7d14a95c-45bf-4834-984c-f85ce4849b7e,uuid:7d14a95c-45bf-4834-984c-f85ce4849b7e,71,Puerto Madero,
2397,2020-02-28T20:13:26.462Z,2020-02-28T17:13:12.680-03:00,2020-02-28T17:13:25.022-03:00,28/02/2020,3,Argentina,AMBA,,,Uso_de_instalaciones,,,,Si,uuid:c796357d-182e-4ae8-bc14-2c6cd29b3cf0,uuid:c796357d-182e-4ae8-bc14-2c6cd29b3cf0,71,Puerto Madero,
2398,2020-02-28T20:31:56.706Z,2020-02-28T17:31:45.804-03:00,2020-02-28T17:31:54.894-03:00,28/02/2020,3,Estados_Unidos,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:0f2df933-ee3b-4677-9ab8-34b5c13cc7ad,uuid:0f2df933-ee3b-4677-9ab8-34b5c13cc7ad,76,Aeroparque,
2399,2020-02-28T20:32:08.740Z,2020-02-28T17:31:57.868-03:00,2020-02-28T17:32:07.294-03:00,28/02/2020,3,Brasil,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:48115995-dd35-474d-b9ef-994bbb64669a,uuid:48115995-dd35-474d-b9ef-994bbb64669a,76,Aeroparque,
2400,2020-02-28T20:36:29.699Z,2020-02-28T17:36:20.146-03:00,2020-02-28T17:36:26.866-03:00,28/02/2020,2,Brasil,,,,Mapas_Ciudad Transporte,,,,,uuid:616e7eb1-788d-4b25-b05f-2f3d73b3878a,uuid:616e7eb1-788d-4b25-b05f-2f3d73b3878a,76,Aeroparque,
2401,2020-02-28T20:36:39.738Z,2020-02-28T17:36:29.373-03:00,2020-02-28T17:36:37.382-03:00,28/02/2020,3,Argentina,Neuquén,,,,,,,,uuid:99033f73-b4ad-467e-904e-89147b6f3594,uuid:99033f73-b4ad-467e-904e-89147b6f3594,76,Aeroparque,
2402,2020-02-28T20:36:48.618Z,2020-02-28T17:36:40.002-03:00,2020-02-28T17:36:46.641-03:00,28/02/2020,2,Estados_Unidos,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:83fe5f79-4422-41c8-8422-e0bb62b6ef5a,uuid:83fe5f79-4422-41c8-8422-e0bb62b6ef5a,76,Aeroparque,
2403,2020-02-28T20:36:59.706Z,2020-02-28T17:36:50.055-03:00,2020-02-28T17:36:57.776-03:00,28/02/2020,3,Ecuador,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:53aa6372-bc27-4b8b-b9ad-d141dc3ad82e,uuid:53aa6372-bc27-4b8b-b9ad-d141dc3ad82e,76,Aeroparque,
2404,2020-02-28T20:37:09.071Z,2020-02-28T17:37:00.246-03:00,2020-02-28T17:37:07.141-03:00,28/02/2020,2,Brasil,,,,"Cambio,_Banco_&_Cajeros",,,,,uuid:9412a0d2-c1a0-4943-b15a-571a8d9d4928,uuid:9412a0d2-c1a0-4943-b15a-571a8d9d4928,76,Aeroparque,
2405,2020-02-28T20:37:18.298Z,2020-02-28T17:37:09.749-03:00,2020-02-28T17:37:16.358-03:00,28/02/2020,2,España,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:549c6da7-c3e7-488a-9a71-430ecd525d44,uuid:549c6da7-c3e7-488a-9a71-430ecd525d44,76,Aeroparque,
2406,2020-02-28T20:37:27.217Z,2020-02-28T17:37:18.571-03:00,2020-02-28T17:37:25.232-03:00,28/02/2020,3,Estados_Unidos,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:6cab79b5-90d6-4eab-b921-68b78aca3909,uuid:6cab79b5-90d6-4eab-b921-68b78aca3909,76,Aeroparque,
2407,2020-02-28T20:37:36.378Z,2020-02-28T17:37:27.649-03:00,2020-02-28T17:37:34.427-03:00,28/02/2020,4,España,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:69fbf24b-b429-4c8e-b5ca-7fd8ac9996b1,uuid:69fbf24b-b429-4c8e-b5ca-7fd8ac9996b1,76,Aeroparque,
2408,2020-02-28T20:37:45.499Z,2020-02-28T17:37:37.008-03:00,2020-02-28T17:37:43.591-03:00,28/02/2020,2,Francia,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:ce9a5b09-62b8-45da-9f37-6d41a3617071,uuid:ce9a5b09-62b8-45da-9f37-6d41a3617071,76,Aeroparque,
2409,2020-02-28T20:37:54.779Z,2020-02-28T17:37:46.087-03:00,2020-02-28T17:37:52.859-03:00,28/02/2020,2,Argentina,Sin dato,,,Mapas_Ciudad,,,,,uuid:485bd263-1caf-4366-bec1-a4ec6df116ed,uuid:485bd263-1caf-4366-bec1-a4ec6df116ed,76,Aeroparque,
2410,2020-02-28T20:38:07.973Z,2020-02-28T17:37:56.599-03:00,2020-02-28T17:38:04.949-03:00,28/02/2020,9,Chile,,,,SUBE Orientación Bus_Turístico,,,,,uuid:27c9f099-4706-4075-a327-82155af32efc,uuid:27c9f099-4706-4075-a327-82155af32efc,69,Peatonal Florida,
2411,2020-02-28T20:38:08.297Z,2020-02-28T17:37:56.034-03:00,2020-02-28T17:38:06.504-03:00,28/02/2020,22,Estados_Unidos,,,,Mapas_Ciudad Orientación,,,,,uuid:1b156a35-4e05-40f5-a1dc-83ff9f23999d,uuid:1b156a35-4e05-40f5-a1dc-83ff9f23999d,76,Aeroparque,
2412,2020-02-28T20:38:17.705Z,2020-02-28T17:38:08.627-03:00,2020-02-28T17:38:15.758-03:00,28/02/2020,2,Chile,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:bb811b2e-fe76-4c5a-82cb-e75d640fa73d,uuid:bb811b2e-fe76-4c5a-82cb-e75d640fa73d,76,Aeroparque,
2413,2020-02-28T20:38:18.492Z,2020-02-28T17:38:08.502-03:00,2020-02-28T17:38:16.675-03:00,28/02/2020,6,Brasil,,,,Orientación Transporte Mapas_Ciudad Bus_Turístico,,,,,uuid:274d0a7a-dc90-43c6-982b-480d15a07557,uuid:274d0a7a-dc90-43c6-982b-480d15a07557,69,Peatonal Florida,
2414,2020-02-28T20:38:27.504Z,2020-02-28T17:38:18.391-03:00,2020-02-28T17:38:25.569-03:00,28/02/2020,2,Argentina,Sin dato,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:437a570c-0e5c-4722-9f6a-7fa9818dee7c,uuid:437a570c-0e5c-4722-9f6a-7fa9818dee7c,76,Aeroparque,
2415,2020-02-28T20:38:58.213Z,2020-02-28T17:38:35.429-03:00,2020-02-28T17:38:56.304-03:00,28/02/2020,7,China,,,,SUBE Transporte Mapas_Ciudad Orientación,,,,,uuid:df5309ef-d755-4aa0-b907-7f4610cf4210,uuid:df5309ef-d755-4aa0-b907-7f4610cf4210,69,Peatonal Florida,
2416,2020-02-28T20:45:41.706Z,2020-02-28T17:45:07.361-03:00,2020-02-28T17:45:38.614-03:00,28/02/2020,7,Brasil,,,,Transporte Mapas_Ciudad Orientación Bus_Turístico,,,,No,uuid:6ebbbbcd-2551-4f48-9e87-8dbd74bde39c,uuid:6ebbbbcd-2551-4f48-9e87-8dbd74bde39c,69,Peatonal Florida,
2417,2020-02-28T20:51:54.721Z,2020-02-28T17:51:39.444-03:00,2020-02-28T17:51:50.812-03:00,28/02/2020,1,Argentina,AMBA,,,Uso_de_instalaciones,,,,No,uuid:6eda5ef9-b3b9-410b-8416-cca1e8d8196b,uuid:6eda5ef9-b3b9-410b-8416-cca1e8d8196b,71,Puerto Madero,
2418,2020-02-28T20:52:45.635Z,2020-02-28T17:52:29.687-03:00,2020-02-28T17:52:43.424-03:00,28/02/2020,2,China,,,,Compras Mapas_Ciudad Transporte Orientación Atractivos_turísticos,,Ninguna,,No,uuid:eb4580d0-6b1e-4459-91ce-f2e08990d1ad,uuid:eb4580d0-6b1e-4459-91ce-f2e08990d1ad,73,Recoleta,
2419,2020-02-28T20:53:30.795Z,2020-02-28T17:53:17.963-03:00,2020-02-28T17:53:29.172-03:00,28/02/2020,4,Brasil,,,,"Mapas_Ciudad Transporte Orientación Bicicletas Cambio,_Banco_&_Cajeros",,Ninguna,,No,uuid:8619654e-5fe5-4eb2-9a84-864db528361f,uuid:8619654e-5fe5-4eb2-9a84-864db528361f,73,Recoleta,
2420,2020-02-28T20:54:22.068Z,2020-02-28T17:53:32.845-03:00,2020-02-28T17:54:20.004-03:00,28/02/2020,2,Francia,,,,"Mapas_Ciudad Transporte Cambio,_Banco_&_Cajeros Gastronomía",,Ninguna,,No,uuid:fa30a7e3-6eef-471a-ae97-6668ca6f0134,uuid:fa30a7e3-6eef-471a-ae97-6668ca6f0134,73,Recoleta,
2421,2020-02-28T20:54:48.021Z,2020-02-28T17:54:27.355-03:00,2020-02-28T17:54:46.016-03:00,28/02/2020,4,Alemania,,,3,Mapas_Ciudad Transporte Orientación Compras,,Ninguna,,No,uuid:1f2c7ce8-80a1-4cbf-bce1-4c6f7d3be33d,uuid:1f2c7ce8-80a1-4cbf-bce1-4c6f7d3be33d,73,Recoleta,
2422,2020-02-28T20:55:08.862Z,2020-02-28T17:54:53.668-03:00,2020-02-28T17:55:06.609-03:00,28/02/2020,6,Chile,,,5,Mapas_Ciudad Transporte Orientación Bicicletas Consulta_de_pasajero_en_tránsito Museos,,Ninguna,,No,uuid:b2fd987e-967e-4045-b315-c1036ac45c38,uuid:b2fd987e-967e-4045-b315-c1036ac45c38,73,Recoleta,
2423,2020-02-28T20:56:02.144Z,2020-02-28T17:55:21.535-03:00,2020-02-28T17:56:00.281-03:00,28/02/2020,3,Estados_Unidos,,,,Mapas_Ciudad Transporte Orientación Gastronomía,,Ninguna,,No,uuid:b6590de7-eb66-46a5-b6c0-c29fd6bbf948,uuid:b6590de7-eb66-46a5-b6c0-c29fd6bbf948,73,Recoleta,
2424,2020-02-28T20:56:43.502Z,2020-02-28T17:56:29.372-03:00,2020-02-28T17:56:42.247-03:00,28/02/2020,4,España,,,,"Mapas_Ciudad Transporte Orientación Alrededores_BA Eventos_&_Espectáculos Cambio,_Banco_&_Cajeros",,Ninguna,,No,uuid:6eef89cd-85fb-4f58-8e1c-2571218370bc,uuid:6eef89cd-85fb-4f58-8e1c-2571218370bc,73,Recoleta,
2425,2020-02-28T20:57:01.864Z,2020-02-28T17:56:45.356-03:00,2020-02-28T17:57:00.645-03:00,28/02/2020,2,Reino_Unido,,,2,"Mapas_Ciudad Transporte Orientación Atractivos_turísticos Cambio,_Banco_&_Cajeros Gastronomía",,Ninguna,,No,uuid:700e9e0e-e439-46c6-88a5-d58e52daa861,uuid:700e9e0e-e439-46c6-88a5-d58e52daa861,73,Recoleta,
2426,2020-02-28T20:57:09.098Z,2020-02-28T14:44:37.033-03:00,2020-02-28T14:44:50.332-03:00,28/02/2020,8,España,,,8,"SUBE Orientación Mapas_Ciudad Cambio,_Banco_&_Cajeros Eventos_&_Espectáculos Gastronomía Ferias_&_Mercados Info_Argentina Espacios_Verdes Visitas_guiadas",,,,,uuid:d272526a-faf8-4102-8ad4-b8812cfe0361,uuid:d272526a-faf8-4102-8ad4-b8812cfe0361,70,Casco Histórico,
2427,2020-02-28T20:57:09.597Z,2020-02-28T14:44:53.077-03:00,2020-02-28T14:45:02.891-03:00,28/02/2020,8,Brasil,,,3,Transporte Orientación,,,,,uuid:e1ff12e7-ec34-451d-9710-00d52f03bac0,uuid:e1ff12e7-ec34-451d-9710-00d52f03bac0,70,Casco Histórico,
2428,2020-02-28T20:57:10.128Z,2020-02-28T14:45:05.676-03:00,2020-02-28T14:50:06.958-03:00,28/02/2020,3,Estados_Unidos,,,5,Agencias_&_Compañías_aéreas Alrededores_BA SUBE Mapas_Ciudad Atractivos_turísticos Ferias_&_Mercados Qué_hacer_en_BA Visitas_guiadas,,,,Si,uuid:0d1f947c-f9aa-43e4-80e7-72619be13ea7,uuid:0d1f947c-f9aa-43e4-80e7-72619be13ea7,70,Casco Histórico,
2429,2020-02-28T20:57:10.646Z,2020-02-28T14:50:09.927-03:00,2020-02-28T14:50:37.812-03:00,28/02/2020,8,Uruguay,,,3,Espacios_Verdes Visitas_guiadas Organismos_Oficiales Eventos_&_Espectáculos Atractivos_turísticos Alrededores_BA Orientación Transporte,,,,,uuid:ef316653-15f5-49dc-b928-845a15284d2f,uuid:ef316653-15f5-49dc-b928-845a15284d2f,70,Casco Histórico,
2430,2020-02-28T20:57:11.138Z,2020-02-28T14:50:40.598-03:00,2020-02-28T16:22:27.307-03:00,28/02/2020,2,Uruguay,,,6,Bicicletas Atractivos_turísticos Agencias_&_Compañías_aéreas SUBE Transporte Mapas_Ciudad Ferias_&_Mercados Gastronomía Orientación,,,,,uuid:c9bcf956-e55b-4aad-8d20-c9f4b897bc77,uuid:c9bcf956-e55b-4aad-8d20-c9f4b897bc77,70,Casco Histórico,
2431,2020-02-28T20:57:11.598Z,2020-02-28T16:22:31.077-03:00,2020-02-28T16:53:33.968-03:00,28/02/2020,6,Uruguay,,,1,"Orientación SUBE Mapas_Ciudad Atractivos_turísticos Alrededores_BA Bicicletas Cambio,_Banco_&_Cajeros Ferias_&_Mercados Eventos_&_Espectáculos Gastronomía Info_Uruguay Info_Argentina Museos Consulta_de_pasajero_en_tránsito",,,,,uuid:79f11ba8-5cd7-4b5c-921d-1f539416bf01,uuid:79f11ba8-5cd7-4b5c-921d-1f539416bf01,70,Casco Histórico,
2432,2020-02-28T20:57:12.120Z,2020-02-28T16:53:36.930-03:00,2020-02-28T16:53:57.766-03:00,28/02/2020,3,España,,,2,Agencias_&_Compañías_aéreas SUBE Orientación Transporte Mapas_Ciudad Atractivos_turísticos Ferias_&_Mercados Eventos_&_Espectáculos Gastronomía Museos Visitas_guiadas,,,,,uuid:0b1636ba-d130-4092-98dc-31efce0fbcb6,uuid:0b1636ba-d130-4092-98dc-31efce0fbcb6,70,Casco Histórico,
2433,2020-02-28T20:57:12.636Z,2020-02-28T16:54:00.768-03:00,2020-02-28T16:54:19.310-03:00,28/02/2020,5,Colombia,,,4,"SUBE Orientación Mapas_Ciudad Cambio,_Banco_&_Cajeros Eventos_&_Espectáculos Gastronomía Info_Uruguay Info_Argentina Ferias_&_Mercados Visitas_guiadas",,,,,uuid:6d3baed6-9f8e-4473-928c-53a7057f3b7c,uuid:6d3baed6-9f8e-4473-928c-53a7057f3b7c,70,Casco Histórico,
2434,2020-02-28T20:57:13.161Z,2020-02-28T16:54:28.485-03:00,2020-02-28T16:54:43.049-03:00,28/02/2020,6,Francia,,,5,"Agencias_&_Compañías_aéreas SUBE Orientación Mapas_Ciudad Atractivos_turísticos Cambio,_Banco_&_Cajeros Ferias_&_Mercados Eventos_&_Espectáculos Gastronomía Museos Visitas_guiadas Uso_de_instalaciones Tango",,,,,uuid:272f1649-8d0c-483c-896b-e6d6f05bbcc3,uuid:272f1649-8d0c-483c-896b-e6d6f05bbcc3,70,Casco Histórico,
2435,2020-02-28T20:57:13.636Z,2020-02-28T16:54:46.677-03:00,2020-02-28T16:55:07.198-03:00,28/02/2020,5,Uruguay,,,6,Agencias_&_Compañías_aéreas SUBE Orientación Mapas_Ciudad Espacios_Verdes Organismos_Oficiales,,,,,uuid:0a9a8383-71f7-495a-afb9-9ff17adfdd81,uuid:0a9a8383-71f7-495a-afb9-9ff17adfdd81,70,Casco Histórico,
2436,2020-02-28T20:57:14.157Z,2020-02-28T16:55:10.178-03:00,2020-02-28T16:55:27.495-03:00,28/02/2020,6,Colombia,,,5,Alrededores_BA SUBE Orientación Mapas_Ciudad Atractivos_turísticos Ferias_&_Mercados Eventos_&_Espectáculos Gastronomía Info_Argentina Tango Visitas_guiadas Uso_de_instalaciones,,,,,uuid:4deae66b-fd89-4030-837c-d578783fc4a5,uuid:4deae66b-fd89-4030-837c-d578783fc4a5,70,Casco Histórico,
2437,2020-02-28T20:57:15.157Z,2020-02-28T17:06:31.458-03:00,2020-02-28T17:15:28.966-03:00,28/02/2020,5,México,,,2,Orientación Bus_Turístico Mapas_Ciudad Atractivos_turísticos Alrededores_BA Bicicletas,,,,,uuid:62825664-571a-4368-b6fc-e1852a87bed6,uuid:62825664-571a-4368-b6fc-e1852a87bed6,70,Casco Histórico,
2438,2020-02-28T20:57:15.658Z,2020-02-28T17:15:31.980-03:00,2020-02-28T17:15:47.457-03:00,28/02/2020,3,Uruguay,,,5,"Agencias_&_Compañías_aéreas Orientación SUBE Mapas_Ciudad Atractivos_turísticos Cambio,_Banco_&_Cajeros Ferias_&_Mercados Eventos_&_Espectáculos Gastronomía",,,,,uuid:f8b16f8a-8271-4f54-a9e5-e64e96b4b9e1,uuid:f8b16f8a-8271-4f54-a9e5-e64e96b4b9e1,70,Casco Histórico,
2439,2020-02-28T20:57:16.164Z,2020-02-28T17:56:29.315-03:00,2020-02-28T17:56:39.715-03:00,28/02/2020,6,Chile,,,5,Bicicletas Alrededores_BA SUBE Mapas_Ciudad,,,,,uuid:a21405d5-f32b-478e-8823-ff75bf04b85c,uuid:a21405d5-f32b-478e-8823-ff75bf04b85c,70,Casco Histórico,
2440,2020-02-28T20:57:36.597Z,2020-02-28T17:57:12.366-03:00,2020-02-28T17:57:35.413-03:00,28/02/2020,7,España,,,,Mapas_Ciudad Transporte Gastronomía Museos,,Ninguna,,No,uuid:14b9189b-308a-4302-b0bc-55645c8a1fbb,uuid:14b9189b-308a-4302-b0bc-55645c8a1fbb,73,Recoleta,
2441,2020-02-28T20:57:56.311Z,2020-02-28T17:57:38.465-03:00,2020-02-28T17:57:54.912-03:00,28/02/2020,3,Peru,,,3,Mapas_Ciudad Atractivos_turísticos Compras Eventos_&_Espectáculos Gastronomía,,Ninguna,,No,uuid:0ccee940-5282-4015-8b82-07cf78ce4297,uuid:0ccee940-5282-4015-8b82-07cf78ce4297,73,Recoleta,
2442,2020-02-28T20:58:21.551Z,2020-02-28T17:58:00.764-03:00,2020-02-28T17:58:20.405-03:00,28/02/2020,3,Chile,,,,Mapas_Ciudad Transporte Orientación Atractivos_turísticos Visitas_guiadas,,Ninguna,,No,uuid:2649ece6-2f76-4fdb-b619-9bfc6eadc46e,uuid:2649ece6-2f76-4fdb-b619-9bfc6eadc46e,73,Recoleta,
2443,2020-02-28T20:59:17.256Z,2020-02-28T17:58:27.743-03:00,2020-02-28T17:59:15.224-03:00,28/02/2020,2,Argentina,AMBA,,,Orientación Museos Uso_de_instalaciones Bicicletas,,,,No,uuid:1b5b2dcd-b43e-4ad7-9860-66f138945192,uuid:1b5b2dcd-b43e-4ad7-9860-66f138945192,73,Recoleta,
2444,2020-02-28T22:35:05.080Z,2020-02-28T19:34:54.439-03:00,2020-02-28T19:35:01.597-03:00,28/02/2020,3,Estados_Unidos,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:201144db-947e-421b-b84d-2eb0472ad25c,uuid:201144db-947e-421b-b84d-2eb0472ad25c,76,Aeroparque,
2445,2020-02-28T22:35:15.659Z,2020-02-28T19:35:04.385-03:00,2020-02-28T19:35:12.500-03:00,28/02/2020,3,Brasil,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:e6ae69a1-2224-470c-a45a-f817e816045d,uuid:e6ae69a1-2224-470c-a45a-f817e816045d,76,Aeroparque,
2446,2020-02-28T22:35:28.661Z,2020-02-28T19:35:17.196-03:00,2020-02-28T19:35:27.072-03:00,28/02/2020,3,Argentina,Provincia_de_Buenos_Aires,,,Transporte Mapas_Ciudad,,,,,uuid:a8053e47-0c66-4f83-a95b-a53e9d0459cd,uuid:a8053e47-0c66-4f83-a95b-a53e9d0459cd,76,Aeroparque,
2447,2020-02-28T22:35:42.105Z,2020-02-28T19:35:32.855-03:00,2020-02-28T19:35:40.588-03:00,28/02/2020,2,Reino_Unido,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:0a94d6b1-7431-4fef-92bb-0d0253d11df5,uuid:0a94d6b1-7431-4fef-92bb-0d0253d11df5,76,Aeroparque,
2448,2020-02-28T22:35:52.827Z,2020-02-28T19:35:43.242-03:00,2020-02-28T19:35:50.128-03:00,28/02/2020,2,México,,,,Mapas_Ciudad Transporte,,,,,uuid:0a0bbd52-f2db-4d9a-8231-4e6e72f8295d,uuid:0a0bbd52-f2db-4d9a-8231-4e6e72f8295d,76,Aeroparque,
2449,2020-02-28T22:36:01.659Z,2020-02-28T19:35:53.620-03:00,2020-02-28T19:36:00.110-03:00,28/02/2020,2,Uruguay,,,,Mapas_Ciudad Transporte,,,,,uuid:2c30c22f-b37a-498b-a302-d2fa4cae4c1a,uuid:2c30c22f-b37a-498b-a302-d2fa4cae4c1a,76,Aeroparque,
2450,2020-02-28T22:36:13.099Z,2020-02-28T19:36:03.140-03:00,2020-02-28T19:36:11.532-03:00,28/02/2020,3,Argentina,Sin dato,,,Mapas_Ciudad Transporte Orientación SUBE,,,,,uuid:c47e3c3a-eb6b-4bfa-bf21-4e7ba43672bb,uuid:c47e3c3a-eb6b-4bfa-bf21-4e7ba43672bb,76,Aeroparque,
2451,2020-02-28T22:36:21.778Z,2020-02-28T19:36:14.151-03:00,2020-02-28T19:36:20.262-03:00,28/02/2020,2,España,,,,,,,,,uuid:39e0a937-dad6-4547-8cd3-af1eeddbeb9b,uuid:39e0a937-dad6-4547-8cd3-af1eeddbeb9b,76,Aeroparque,
2452,2020-02-28T22:36:31.698Z,2020-02-28T19:36:23.312-03:00,2020-02-28T19:36:29.998-03:00,28/02/2020,2,Colombia,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:9711d6f5-74d7-4cf2-8e22-d773c18c426f,uuid:9711d6f5-74d7-4cf2-8e22-d773c18c426f,76,Aeroparque,
2453,2020-02-28T22:36:41.745Z,2020-02-28T19:36:33.302-03:00,2020-02-28T19:36:40.031-03:00,28/02/2020,2,Colombia,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:abceae03-2c98-4d94-b831-5d43d6012768,uuid:abceae03-2c98-4d94-b831-5d43d6012768,76,Aeroparque,
2454,2020-02-28T22:36:53.826Z,2020-02-28T19:36:43.593-03:00,2020-02-28T19:36:51.564-03:00,28/02/2020,2,Chile,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:4df7373b-4fc3-48fd-be11-48679dddfdb4,uuid:4df7373b-4fc3-48fd-be11-48679dddfdb4,76,Aeroparque,
2455,2020-02-28T22:37:03.579Z,2020-02-28T19:36:55.055-03:00,2020-02-28T19:37:01.878-03:00,28/02/2020,5,Uruguay,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:80fdc798-6499-4d1b-9814-85a2f064f8f3,uuid:80fdc798-6499-4d1b-9814-85a2f064f8f3,76,Aeroparque,
2456,2020-02-28T22:37:12.825Z,2020-02-28T19:37:05.109-03:00,2020-02-28T19:37:11.372-03:00,28/02/2020,5,España,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:a2b4aafe-1df8-40de-89f5-481bf2e1c7b8,uuid:a2b4aafe-1df8-40de-89f5-481bf2e1c7b8,76,Aeroparque,
2457,2020-02-28T22:37:25.462Z,2020-02-28T19:37:14.265-03:00,2020-02-28T19:37:23.988-03:00,28/02/2020,2,Argentina,Mendoza,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:27ed67c3-dd49-4511-b4ce-9743611d7087,uuid:27ed67c3-dd49-4511-b4ce-9743611d7087,76,Aeroparque,
2458,2020-02-28T22:59:11.582Z,2020-02-28T19:59:01.052-03:00,2020-02-28T19:59:07.922-03:00,28/02/2020,2,Estados_Unidos,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:9caf52ec-75e3-4b31-9d56-8f5cb9ba1798,uuid:9caf52ec-75e3-4b31-9d56-8f5cb9ba1798,76,Aeroparque,
2459,2020-02-28T22:59:19.258Z,2020-02-28T19:59:10.615-03:00,2020-02-28T19:59:17.292-03:00,28/02/2020,5,México,,,,"Cambio,_Banco_&_Cajeros",,,,,uuid:d7fd2e24-60f0-45de-913f-c03884413268,uuid:d7fd2e24-60f0-45de-913f-c03884413268,76,Aeroparque,
2460,2020-02-28T22:59:32.059Z,2020-02-28T19:59:20.833-03:00,2020-02-28T19:59:29.159-03:00,28/02/2020,3,Argentina,Sin dato,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:35850cc8-6c26-41fe-ab4a-f845acd83d2e,uuid:35850cc8-6c26-41fe-ab4a-f845acd83d2e,76,Aeroparque,
2461,2020-02-28T22:59:41.900Z,2020-02-28T19:59:32.718-03:00,2020-02-28T19:59:39.680-03:00,28/02/2020,2,España,,,,Mapas_Ciudad Transporte Orientación,,,,,uuid:8a5f03ee-3c09-4cf4-a920-e8c9fb47b881,uuid:8a5f03ee-3c09-4cf4-a920-e8c9fb47b881,76,Aeroparque,
2462,2020-02-28T22:59:53.096Z,2020-02-28T19:59:43.504-03:00,2020-02-28T19:59:50.202-03:00,28/02/2020,2,Argentina,Sin dato,,,Mapas_Ciudad Transporte,,,,,uuid:6a5100fb-7848-44d1-9fdc-9e9e6588f797,uuid:6a5100fb-7848-44d1-9fdc-9e9e6588f797,76,Aeroparque,
2463,2020-02-28T23:00:05.061Z,2020-02-28T19:59:54.800-03:00,2020-02-28T20:00:02.202-03:00,28/02/2020,2,Argentina,Sin dato,,,Mapas_Ciudad Transporte,,,,,uuid:a3d8e8b0-a748-46a6-8ed3-e4397cd1189d,uuid:a3d8e8b0-a748-46a6-8ed3-e4397cd1189d,76,Aeroparque,
2464,2020-02-29T11:33:31.540Z,2020-02-29T08:33:11.527-03:00,2020-02-29T08:33:27.341-03:00,29/02/2020,2,Argentina,Chaco,,6,SUBE Orientación Mapas_Ciudad,,,,No,uuid:d0dc75fc-5967-4e8d-b25c-d5d246bd89a2,uuid:d0dc75fc-5967-4e8d-b25c-d5d246bd89a2,76,Aeroparque,
2465,2020-02-29T11:33:46.179Z,2020-02-29T08:33:30.741-03:00,2020-02-29T08:33:43.784-03:00,29/02/2020,1,Chile,,,0,Orientación,,Ninguna,,No,uuid:a73e2086-caab-44c2-b5ff-665afde533b1,uuid:a73e2086-caab-44c2-b5ff-665afde533b1,76,Aeroparque,
